iter	Passed	Remaining
312	1431	7716
313	1435	7705
314	1439	7700
315	1442	7689
316	1446	7680
317	1449	7669
318	1453	7660
319	1457	7650
320	1460	7639
321	1463	7628
322	1467	7620
323	1471	7610
324	1474	7600
325	1477	7589
326	1481	7580
327	1485	7570
328	1488	7560
329	1492	7550
330	1495	7540
331	1500	7538
332	1506	7540
333	1510	7534
334	1515	7533
335	1520	7528
336	1524	7521
337	1528	7513
338	1532	7507
339	1535	7498
340	1539	7489
341	1544	7486
342	1548	7479
343	1552	7471
344	1555	7463
345	1559	7455
346	1563	7445
347	1566	7437
348	1570	7428
349	1574	7421
350	1578	7415
351	1582	7407
352	1587	7407
353	1594	7414
354	1598	7408
355	1602	7399
356	1605	7390
357	1610	7384
358	1613	7375
359	1617	7367
360	1620	7358
361	1624	7350
362	1627	7340
363	1631	7332
364	1634	7322
365	1638	7315
366	1642	7309
367	1646	7303
368	1650	7296
369	1654	7289
370	1658	7282
371	1662	7273
372	1665	7264
373	1669	7257
374	1672	7248
375	1676	7239
376	1679	7230
377	1683	7223
378	1686	7215
379	1690	7206
380	1693	7197
381	1697	7191
382	1703	7190
383	1707	7184
384	1711	7178
385	1715	7171
386	1718	7162
387	1722	7155
388	1725	7147
389	1730	7142
390	1733	7134
391	1737	7129
392	1741	7121
393	1745	7116
394	1749	7110
395	1753	7101
396	1757	7094
397	1760	7086
398	1764	7078
399	1767	7071
400	1771	7063
401	1775	7057
402	1778	7048
403	1782	7041
404	1785	7032
405	1791	7032
406	1795	7028
407	1799	7022
408	1803	7017
409	1807	7010
410	1811	7001
411	1814	6994
412	1818	6989
413	1822	6982
414	1825	6973
415	1829	6965
416	1833	6958
417	1836	6950
418	1840	6943
419	1843	6935
420	1847	6930
421	1851	6923
422	1855	6916
423	1858	6908
424	1862	6901
425	1866	6894
426	1869	6888
427	1873	6881
428	1877	6875
429	1881	6868
430	1884	6860
431	1888	6853
432	1891	6845
433	1895	6841
434	1899	6834
435	1903	6827
436	1907	6821
437	1911	6816
438	1915	6812
439	1920	6808
440	1924	6801
441	1927	6794
442	1930	6786
443	1934	6779
444	1938	6773
445	1942	6766
446	1945	6759
447	1948	6751
448	1952	6744
449	1956	6738
450	1960	6732
451	1963	6724
452	1966	6716
453	1970	6709
454	1973	6702
455	1977	6695
456	1980	6688
457	1986	6686
458	1992	6690
459	1998	6691
460	2003	6689
461	2008	6686
462	2013	6684
463	2018	6681
464	2022	6677
465	2027	6672
466	2031	6669
467	2035	6664
468	2040	6659
469	2044	6655
470	2048	6650
471	2052	6644
472	2056	6639
473	2061	6636
474	2066	6633
475	2070	6630
476	2075	6626
477	2083	6634
478	2088	6630
479	2092	6625
480	2097	6625
481	2102	6622
482	2107	6618
483	2112	6616
484	2116	6611
485	2120	6604
486	2124	6599
487	2127	6591
488	2131	6585
489	2134	6577
490	2137	6570
491	2141	6564
492	2145	6558
493	2149	6553
494	2153	6548
495	2158	6543
496	2162	6538
497	2165	6531
498	2170	6527
499	2173	6521
500	2177	6514
501	2181	6508
502	2186	6506
503	2190	6501
504	2193	6494
505	2197	6487
506	2200	6480
507	2204	6475
508	2208	6469
509	2212	6464
510	2216	6457
511	2219	6451
512	2223	6444
513	2226	6437
514	2230	6430
515	2233	6423
516	2237	6418
517	2241	6413
518	2245	6407
519	2249	6401
520	2253	6396
521	2257	6391
522	2261	6386
523	2265	6381
524	2269	6376
525	2273	6371
526	2277	6365
527	2281	6361
528	2285	6356
529	2289	6350
530	2295	6351
531	2300	6349
532	2305	6344
533	2309	6341
534	2314	6336
535	2317	6330
536	2321	6324
537	2325	6318
538	2329	6313
539	2332	6307
540	2336	6300
541	2341	6297
542	2345	6292
543	2349	6288
544	2354	6284
545	2358	6279
546	2362	6275
547	2366	6269
548	2370	6265
549	2375	6261
550	2379	6256
551	2383	6253
552	2389	6251
553	2393	6246
554	2396	6240
555	2400	6233
556	2404	6228
557	2408	6223
558	2411	6217
559	2415	6210
560	2419	6206
561	2422	6199
562	2426	6193
563	2429	6186
564	2433	6180
565	2437	6174
566	2440	6168
567	2443	6161
568	2448	6156
569	2451	6151
570	2455	6146
571	2459	6140
572	2463	6135
573	2467	6131
574	2471	6124
575	2474	6118
576	2479	6114
577	2483	6108
578	2486	6102
579	2490	6096
580	2494	6092
581	2498	6086
582	2501	6080
583	2506	6077
584	2511	6075
585	2515	6070
586	2520	6066
587	2524	6062
588	2528	6057
589	2532	6051
590	2535	6045
591	2539	6040
592	2543	6034
593	2547	6028
594	2550	6023
595	2557	6025
596	2564	6025
597	2568	6022
598	2572	6017
599	2579	6018
600	2584	6015
601	2588	6011
602	2592	6006
603	2598	6004
604	2602	6001
605	2607	5997
606	2611	5992
607	2615	5987
608	2619	5982
609	2623	5977
610	2626	5971
611	2630	5965
612	2633	5959
613	2637	5953
614	2640	5946
615	2644	5941
616	2647	5935
617	2651	5928
618	2654	5922
619	2658	5916
620	2662	5911
621	2665	5905
622	2669	5900
623	2672	5894
624	2677	5889
625	2680	5883
626	2684	5878
627	2687	5872
628	2692	5869
629	2698	5867
630	2702	5862
631	2706	5858
632	2710	5853
633	2713	5847
634	2717	5841
635	2720	5835
636	2724	5829
637	2728	5825
638	2732	5818
639	2735	5813
640	2739	5807
641	2742	5802
642	2746	5795
643	2750	5790
644	2753	5784
645	2757	5779
646	2760	5773
647	2764	5767
648	2767	5761
649	2772	5758
650	2777	5754
651	2781	5749
652	2784	5743
653	2788	5738
654	2791	5732
655	2795	5727
656	2798	5721
657	2802	5715
658	2805	5709
659	2809	5704
660	2813	5699
661	2816	5693
662	2820	5688
663	2824	5682
664	2828	5677
665	2831	5672
666	2835	5666
667	2839	5661
668	2842	5655
669	2846	5649
670	2849	5643
671	2853	5638
672	2856	5632
673	2860	5627
674	2863	5621
675	2867	5616
676	2871	5610
677	2874	5605
678	2877	5598
679	2882	5595
680	2887	5593
681	2893	5591
682	2897	5587
683	2901	5582
684	2905	5577
685	2908	5571
686	2912	5567
687	2916	5561
688	2920	5556
689	2923	5550
690	2927	5545
691	2930	5539
692	2934	5533
693	2937	5527
694	2940	5521
695	2944	5517
696	2948	5512
697	2952	5507
698	2955	5501
699	2959	5496
700	2962	5490
701	2966	5485
702	2969	5479
703	2975	5476
704	2979	5472
705	2982	5466
706	2987	5462
707	2990	5457
708	2993	5451
709	2997	5446
710	3001	5441
711	3005	5436
712	3008	5431
713	3012	5425
714	3016	5422
715	3021	5418
716	3025	5414
717	3029	5409
718	3033	5405
719	3041	5407
720	3046	5403
721	3050	5399
722	3054	5394
723	3058	5390
724	3062	5384
725	3065	5379
726	3069	5375
727	3073	5370
728	3077	5366
729	3081	5360
730	3086	5358
731	3092	5356
732	3097	5353
733	3101	5349
734	3105	5345
735	3109	5340
736	3113	5336
737	3118	5331
738	3121	5327
739	3125	5322
740	3129	5317
741	3133	5312
742	3137	5307
743	3141	5302
744	3145	5298
745	3148	5293
746	3152	5287
747	3156	5282
748	3159	5277
749	3163	5273
750	3167	5267
751	3171	5262
752	3175	5259
753	3181	5256
754	3184	5251
755	3188	5247
756	3192	5241
757	3196	5236
758	3199	5231
759	3203	5226
760	3207	5222
761	3211	5217
762	3215	5213
763	3219	5209
764	3224	5205
765	3228	5201
766	3232	5196
767	3236	5192
768	3240	5187
769	3244	5183
770	3249	5179
771	3253	5175
772	3257	5170
773	3261	5165
774	3265	5160
775	3268	5155
776	3272	5150
777	3275	5145
778	3280	5142
779	3284	5137
780	3288	5132
781	3291	5126
782	3296	5123
783	3301	5120
784	3305	5115
785	3309	5112
786	3313	5107
787	3317	5101
788	3320	5096
789	3324	5092
790	3328	5087
791	3332	5082
792	3335	5077
793	3339	5072
794	3342	5067
795	3346	5061
796	3349	5056
797	3353	5051
798	3357	5046
799	3360	5041
800	3364	5035
801	3367	5030
802	3373	5028
803	3377	5023
804	3380	5018
805	3384	5013
806	3387	5008
807	3391	5002
808	3394	4997
809	3398	4992
810	3401	4986
811	3405	4982
812	3408	4977
813	3412	4972
814	3415	4966
815	3420	4962
816	3425	4960
817	3429	4955
818	3433	4950
819	3437	4946
820	3441	4941
821	3445	4937
822	3449	4932
823	3452	4927
824	3456	4922
825	3459	4917
826	3463	4912
827	3466	4907
828	3470	4902
829	3473	4896
830	3477	4891
831	3481	4887
832	3485	4882
833	3489	4878
834	3494	4875
835	3499	4873
836	3503	4868
837	3507	4863
838	3511	4859
839	3514	4853
840	3518	4848
841	3521	4843
842	3526	4840
843	3533	4839
844	3538	4836
845	3543	4833
846	3547	4828
847	3550	4823
848	3554	4818
849	3558	4814
850	3562	4810
851	3566	4805
852	3570	4801
853	3575	4798
854	3579	4793
855	3583	4788
856	3586	4783
857	3589	4778
858	3593	4773
859	3597	4768
860	3601	4763
861	3604	4758
862	3608	4753
863	3611	4748
864	3615	4743
865	3618	4738
866	3622	4733
867	3626	4729
868	3629	4724
869	3633	4718
870	3636	4713
871	3640	4709
872	3644	4704
873	3647	4699
874	3651	4694
875	3654	4689
876	3658	4684
877	3661	4679
878	3665	4674
879	3669	4669
880	3672	4664
881	3676	4660
882	3680	4656
883	3685	4653
884	3691	4650
885	3696	4647
886	3700	4643
887	3705	4639
888	3709	4635
889	3713	4631
890	3717	4627
891	3722	4623
892	3727	4620
893	3731	4616
894	3735	4612
895	3740	4608
896	3744	4604
897	3748	4600
898	3752	4596
899	3757	4592
900	3761	4588
901	3766	4584
902	3772	4582
903	3777	4579
904	3781	4575
905	3786	4572
906	3792	4570
907	3797	4566
908	3800	4561
909	3804	4557
910	3808	4552
911	3813	4549
912	3818	4546
913	3822	4541
914	3826	4537
915	3831	4534
916	3836	4530
917	3840	4526
918	3844	4522
919	3849	4518
920	3853	4514
921	3856	4509
922	3860	4504
923	3864	4500
924	3869	4496
925	3873	4492
926	3879	4490
927	3885	4488
928	3891	4486
929	3895	4482
930	3900	4478
931	3904	4474
932	3908	4470
933	3913	4466
934	3917	4461
935	3921	4458
936	3925	4453
937	3930	4450
938	3935	4447
939	3940	4443
940	3944	4439
941	3949	4435
942	3953	4431
943	3957	4427
944	3961	4423
945	3968	4421
946	3973	4417
947	3977	4413
948	3982	4410
949	3986	4406
950	3990	4402
951	3995	4398
952	3999	4394
953	4003	4389
954	4008	4385
955	4016	4385
956	4033	4396
957	4038	4392
958	4042	4388
959	4047	4384
960	4052	4381
961	4056	4377
962	4062	4374
963	4066	4370
964	4070	4366
965	4076	4362
966	4081	4359
967	4087	4357
968	4092	4354
969	4097	4351
970	4101	4346
971	4105	4342
972	4109	4337
973	4112	4332
974	4115	4326
975	4119	4321
976	4123	4317
977	4126	4312
978	4130	4307
979	4133	4302
980	4138	4298
981	4142	4294
982	4146	4289
983	4150	4285
984	4154	4281
985	4159	4277
986	4163	4273
987	4168	4269
988	4173	4266
989	4177	4262
990	4181	4257
991	4185	4253
992	4191	4250
993	4195	4246
994	4199	4241
995	4203	4237
996	4206	4232
997	4210	4227
998	4213	4222
999	4217	4217
1000	4221	4212
1001	4224	4207
1002	4228	4202
1003	4232	4198
1004	4236	4193
1005	4239	4188
1006	4243	4184
1007	4247	4180
1008	4251	4175
1009	4254	4170
1010	4258	4165
1011	4262	4161
1012	4265	4156
1013	4269	4151
1014	4272	4146
1015	4277	4142
1016	4282	4139
1017	4287	4135
1018	4291	4131
1019	4295	4127
1020	4299	4122
1021	4302	4117
1022	4305	4112
1023	4309	4107
1024	4313	4103
1025	4317	4098
1026	4321	4094
1027	4325	4089
1028	4328	4084
1029	4332	4080
1030	4336	4075
1031	4340	4071
1032	4344	4066
1033	4347	4061
1034	4351	4057
1035	4355	4052
1036	4358	4047
1037	4362	4042
1038	4366	4038
1039	4373	4037
1040	4377	4032
1041	4381	4028
1042	4386	4024
1043	4390	4020
1044	4394	4015
1045	4397	4010
1046	4401	4006
1047	4405	4001
1048	4408	3996
1049	4412	3992
1050	4416	3987
1051	4420	3983
1052	4424	3978
1053	4428	3974
1054	4432	3970
1055	4436	3966
1056	4440	3961
1057	4443	3956
1058	4447	3951
1059	4451	3947
1060	4454	3942
1061	4458	3937
1062	4461	3932
1063	4466	3929
1064	4470	3924
1065	4474	3920
1066	4477	3915
1067	4483	3912
1068	4488	3908
1069	4494	3906
1070	4503	3906
1071	4508	3902
1072	4513	3899
1073	4517	3895
1074	4522	3891
1075	4526	3886
1076	4530	3882
1077	4534	3878
1078	4538	3873
1079	4541	3868
1080	4546	3864
1081	4549	3860
1082	4553	3855
1083	4557	3851
1084	4562	3847
1085	4567	3844
1086	4576	3844
1087	4580	3839
1088	4584	3834
1089	4587	3830
1090	4591	3825
1091	4595	3821
1092	4599	3816
1093	4602	3811
1094	4606	3807
1095	4610	3802
1096	4613	3797
1097	4617	3793
1098	4621	3788
1099	4624	3784
1100	4628	3779
1101	4632	3774
1102	4636	3770
1103	4640	3766
1104	4644	3762
1105	4648	3757
1106	4652	3753
1107	4656	3748
1108	4660	3744
1109	4664	3739
1110	4668	3735
1111	4671	3730
1112	4675	3726
1113	4680	3722
1114	4686	3719
1115	4691	3715
1116	4695	3711
1117	4699	3707
1118	4702	3702
1119	4706	3697
1120	4709	3693
1121	4713	3688
1122	4716	3683
1123	4720	3678
1124	4724	3674
1125	4727	3669
1126	4731	3664
1127	4734	3660
1128	4738	3655
1129	4742	3650
1130	4745	3645
1131	4749	3641
1132	4752	3637
1133	4756	3632
1134	4760	3627
1135	4763	3622
1136	4770	3620
1137	4773	3616
1138	4777	3611
1139	4781	3606
1140	4784	3601
1141	4787	3597
1142	4791	3592
1143	4794	3587
1144	4798	3582
1145	4801	3578
1146	4805	3573
1147	4808	3568
1148	4812	3564
1149	4815	3559
1150	4819	3554
1151	4822	3549
1152	4826	3545
1153	4829	3540
1154	4833	3536
1155	4836	3531
1156	4841	3527
1157	4845	3522
1158	4848	3518
1159	4852	3513
1160	4855	3509
1161	4859	3504
1162	4863	3499
1163	4866	3495
1164	4871	3491
1165	4875	3487
1166	4880	3483
1167	4884	3479
1168	4888	3475
1169	4892	3470
1170	4895	3465
1171	4900	3461
1172	4903	3457
1173	4907	3453
1174	4911	3448
1175	4915	3443
1176	4918	3439
1177	4922	3434
1178	4925	3430
1179	4929	3425
1180	4932	3420
1181	4935	3415
1182	4939	3411
1183	4943	3406
1184	4947	3402
1185	4951	3398
1186	4955	3393
1187	4958	3389
1188	4962	3384
1189	4965	3380
1190	4969	3375
1191	4973	3371
1192	4977	3367
1193	4981	3363
1194	4985	3358
1195	4992	3356
1196	4999	3354
1197	5005	3350
1198	5009	3346
1199	5013	3342
1200	5016	3337
1201	5021	3333
1202	5025	3329
1203	5029	3324
1204	5032	3320
1205	5036	3316
1206	5040	3311
1207	5044	3307
1208	5047	3302
1209	5051	3298
1210	5055	3293
1211	5058	3289
1212	5062	3284
1213	5065	3279
1214	5069	3275
1215	5072	3270
1216	5076	3266
1217	5080	3261
1218	5083	3257
1219	5088	3253
1220	5092	3249
1221	5097	3245
1222	5102	3241
1223	5107	3238
1224	5112	3234
1225	5117	3230
1226	5121	3226
1227	5125	3222
1228	5130	3218
1229	5134	3214
1230	5138	3210
1231	5143	3206
1232	5147	3201
1233	5151	3197
1234	5155	3193
1235	5159	3189
1236	5163	3184
1237	5168	3181
1238	5173	3177
1239	5177	3173
1240	5181	3168
1241	5184	3164
1242	5187	3159
1243	5191	3154
1244	5194	3150
1245	5198	3145
1246	5202	3141
1247	5205	3136
1248	5208	3132
1249	5212	3127
1250	5216	3123
1251	5219	3118
1252	5223	3113
1253	5226	3109
1254	5229	3104
1255	5233	3100
1256	5237	3095
1257	5240	3091
1258	5244	3086
1259	5247	3082
1260	5251	3077
1261	5255	3073
1262	5259	3069
1263	5263	3064
1264	5266	3060
1265	5272	3056
1266	5276	3052
1267	5279	3047
1268	5282	3043
1269	5287	3039
1270	5291	3035
1271	5295	3030
1272	5299	3026
1273	5303	3022
1274	5307	3017
1275	5311	3013
1276	5314	3009
1277	5319	3005
1278	5322	3000
1279	5326	2995
1280	5345	3000
1281	5349	2995
1282	5352	2991
1283	5356	2986
1284	5360	2982
1285	5364	2978
1286	5368	2973
1287	5371	2969
1288	5377	2965
1289	5381	2961
1290	5384	2957
1291	5389	2953
1292	5393	2948
1293	5396	2944
1294	5400	2939
1295	5403	2935
1296	5407	2930
1297	5410	2926
1298	5414	2921
1299	5418	2917
1300	5422	2913
1301	5434	2913
1302	5438	2909
1303	5442	2904
1304	5445	2900
1305	5449	2895
1306	5452	2891
1307	5456	2886
1308	5459	2882
1309	5463	2877
1310	5471	2875
1311	5477	2872
1312	5482	2868
1313	5488	2865
1314	5492	2861
1315	5497	2857
1316	5502	2853
1317	5506	2849
1318	5511	2845
1319	5516	2841
1320	5519	2837
1321	5523	2832
1322	5527	2828
1323	5530	2823
1324	5534	2819
1325	5537	2814
1326	5541	2810
1327	5544	2805
1328	5548	2801
1329	5551	2796
1330	5555	2792
1331	5558	2787
1332	5562	2783
1333	5565	2778
1334	5570	2774
1335	5574	2770
1336	5577	2765
1337	5582	2761
1338	5587	2758
1339	5590	2753
1340	5594	2749
1341	5598	2744
1342	5602	2740
1343	5606	2736
1344	5609	2731
1345	5613	2727
1346	5616	2722
1347	5620	2718
1348	5624	2714
1349	5627	2709
1350	5631	2705
1351	5634	2700
1352	5638	2696
1353	5641	2691
1354	5645	2687
1355	5648	2682
1356	5652	2678
1357	5656	2673
1358	5659	2669
1359	5663	2665
1360	5666	2660
1361	5671	2656
1362	5675	2652
1363	5678	2647
1364	5682	2643
1365	5687	2639
1366	5692	2635
1367	5696	2631
1368	5700	2627
1369	5704	2623
1370	5708	2618
1371	5712	2614
1372	5715	2610
1373	5719	2605
1374	5722	2601
1375	5726	2596
1376	5730	2592
1377	5734	2588
1378	5738	2584
1379	5741	2579
1380	5745	2575
1381	5748	2570
1382	5752	2566
1383	5755	2561
1384	5759	2557
1385	5762	2552
1386	5766	2548
1387	5769	2544
1388	5774	2540
1389	5778	2535
1390	5781	2531
1391	5785	2527
1392	5790	2523
1393	5794	2519
1394	5798	2514
1395	5801	2510
1396	5806	2506
1397	5810	2501
1398	5813	2497
1399	5817	2493
1400	5820	2488
1401	5824	2484
1402	5827	2479
1403	5830	2475
1404	5834	2470
1405	5838	2466
1406	5841	2461
1407	5844	2457
1408	5848	2453
1409	5851	2448
1410	5855	2444
1411	5858	2439
1412	5862	2435
1413	5865	2431
1414	5869	2426
1415	5873	2422
1416	5878	2418
1417	5883	2414
1418	5887	2410
1419	5891	2406
1420	5897	2402
1421	5902	2399
1422	5906	2395
1423	5910	2390
1424	5914	2386
1425	5918	2382
1426	5921	2377
1427	5925	2373
1428	5928	2369
1429	5932	2364
1430	5935	2360
1431	5939	2355
1432	5942	2351
1433	5945	2346
1434	5949	2342
1435	5953	2338
1436	5956	2333
1437	5962	2330
1438	5968	2326
1439	5972	2322
1440	5976	2318
1441	5981	2314
1442	5984	2310
1443	5988	2305
1444	5992	2301
1445	5997	2297
1446	6003	2294
1447	6007	2289
1448	6010	2285
1449	6014	2281
1450	6018	2276
1451	6021	2272
1452	6025	2268
1453	6029	2264
1454	6032	2259
1455	6036	2255
1456	6039	2250
1457	6043	2246
1458	6047	2242
1459	6050	2238
1460	6055	2233
1461	6059	2229
1462	6063	2225
1463	6067	2221
1464	6071	2217
1465	6075	2213
1466	6080	2209
1467	6084	2204
1468	6089	2201
1469	6093	2197
1470	6099	2193
1471	6106	2190
1472	6111	2186
1473	6116	2182
1474	6121	2178
1475	6125	2174
1476	6129	2170
1477	6133	2166
1478	6136	2161
1479	6140	2157
1480	6144	2153
1481	6147	2148
1482	6150	2144
1483	6154	2139
1484	6158	2135
1485	6162	2131
1486	6165	2127
1487	6168	2122
1488	6173	2118
1489	6176	2114
1490	6180	2109
1491	6183	2105
1492	6187	2101
1493	6192	2097
1494	6196	2092
1495	6199	2088
1496	6204	2084
1497	6210	2081
1498	6213	2076
1499	6217	2072
1500	6221	2068
1501	6224	2063
1502	6228	2059
1503	6232	2055
1504	6235	2050
1505	6239	2046
1506	6243	2042
1507	6247	2038
1508	6251	2034
1509	6254	2029
1510	6258	2025
1511	6261	2020
1512	6265	2016
1513	6268	2012
1514	6272	2007
1515	6275	2003
1516	6279	1999
1517	6283	1995
1518	6287	1990
1519	6290	1986
1520	6294	1982
1521	6298	1978
1522	6301	1973
1523	6305	1969
1524	6310	1965
1525	6315	1961
1526	6320	1957
1527	6325	1953
1528	6329	1949
1529	6333	1945
1530	6338	1941
1531	6342	1937
1532	6346	1933
1533	6350	1929
1534	6353	1924
1535	6357	1920
1536	6360	1916
1537	6364	1911
1538	6368	1907
1539	6372	1903
1540	6376	1899
1541	6380	1894
1542	6400	1895
1543	6403	1891
1544	6407	1887
1545	6412	1883
1546	6416	1878
1547	6420	1874
1548	6423	1870
1549	6427	1865
1550	6430	1861
1551	6434	1857
1552	6437	1852
1553	6443	1849
1554	6449	1845
1555	6453	1841
1556	6457	1837
1557	6461	1833
1558	6465	1828
1559	6469	1824
1560	6472	1820
1561	6476	1816
1562	6480	1811
1563	6483	1807
1564	6486	1803
1565	6490	1798
1566	6494	1794
1567	6498	1790
1568	6502	1786
1569	6506	1782
1570	6511	1778
1571	6516	1774
1572	6521	1770
1573	6525	1766
1574	6529	1761
1575	6532	1757
1576	6536	1753
1577	6540	1749
1578	6544	1744
1579	6548	1740
1580	6551	1736
1581	6555	1732
1582	6560	1728
1583	6564	1723
1584	6567	1719
1585	6572	1715
1586	6576	1711
1587	6580	1707
1588	6584	1702
1589	6587	1698
1590	6591	1694
1591	6594	1690
1592	6598	1685
1593	6602	1681
1594	6607	1677
1595	6610	1673
1596	6614	1669
1597	6618	1665
1598	6622	1660
1599	6626	1656
1600	6629	1652
1601	6633	1648
1602	6636	1643
1603	6640	1639
1604	6644	1635
1605	6647	1630
1606	6650	1626
1607	6654	1622
1608	6657	1617
1609	6661	1613
1610	6665	1609
1611	6668	1605
1612	6672	1600
1613	6675	1596
1614	6679	1592
1615	6683	1588
1616	6686	1583
1617	6690	1579
1618	6693	1575
1619	6697	1570
1620	6700	1566
1621	6704	1562
1622	6709	1558
1623	6713	1554
1624	6718	1550
1625	6723	1546
1626	6726	1542
1627	6730	1537
1628	6733	1533
1629	6737	1529
1630	6741	1525
1631	6744	1520
1632	6748	1516
1633	6751	1512
1634	6755	1508
1635	6758	1503
1636	6762	1499
1637	6765	1495
1638	6769	1490
1639	6772	1486
1640	6775	1482
1641	6779	1478
1642	6782	1473
1643	6786	1469
1644	6789	1465
1645	6793	1460
1646	6797	1456
1647	6801	1452
1648	6805	1448
1649	6809	1444
1650	6814	1440
1651	6817	1436
1652	6821	1431
1653	6824	1427
1654	6828	1423
1655	6832	1419
1656	6836	1415
1657	6839	1410
1658	6843	1406
1659	6847	1402
1660	6851	1398
1661	6855	1394
1662	6859	1390
1663	6863	1385
1664	6867	1381
1665	6870	1377
1666	6874	1373
1667	6877	1368
1668	6881	1364
1669	6884	1360
1670	6888	1356
1671	6891	1351
1672	6895	1347
1673	6898	1343
1674	6902	1339
1675	6906	1335
1676	6909	1330
1677	6913	1326
1678	6917	1322
1679	6921	1318
1680	6925	1314
1681	6931	1310
1682	6936	1306
1683	6942	1302
1684	6946	1298
1685	6950	1294
