iter	RMSE
161	0.09540101055
162	0.09527358886
163	0.09501800849
164	0.09478828152
165	0.09462925925
166	0.09447055013
167	0.09430879109
168	0.09412406839
169	0.09396244743
170	0.0937361137
171	0.09351712481
172	0.09322212781
173	0.09309893447
174	0.09291257644
175	0.09266797276
176	0.09245909011
177	0.09230262624
178	0.09203651765
179	0.09184116843
180	0.09167847017
181	0.09158154845
182	0.09138598982
183	0.09117438852
184	0.09096707443
185	0.09074814254
186	0.09053050966
187	0.09029601198
188	0.09004532613
189	0.08989392267
190	0.08963622167
191	0.08946084199
192	0.08936420392
193	0.08921498968
194	0.08916086949
195	0.08898537386
196	0.08879159401
197	0.08859399507
198	0.08844389279
199	0.08820272822
200	0.08800424192
201	0.08784583698
202	0.08762502087
203	0.08742453904
204	0.08720761307
205	0.08701862763
206	0.08681311936
207	0.08662001175
208	0.08640652102
209	0.08620654705
210	0.08606935874
211	0.08586555711
212	0.08576502503
213	0.08560996492
214	0.08548246579
215	0.08528225868
216	0.08518351257
217	0.0850239518
218	0.08476466264
219	0.08456783216
220	0.08436495182
221	0.0842106274
222	0.0840063933
223	0.08385046994
224	0.08371682045
225	0.08356243827
226	0.08339063493
227	0.08317291297
228	0.08294902323
229	0.08281420176
230	0.08268965031
231	0.08251923379
232	0.08235244314
233	0.08208899895
234	0.08191485453
235	0.08179575439
236	0.08162123108
237	0.0814107449
238	0.08125620053
239	0.08110735911
240	0.08096513233
241	0.0808186485
242	0.08070529837
243	0.08056106133
244	0.08042090235
245	0.08032881048
246	0.08021082046
247	0.08008771217
248	0.07996942627
249	0.07980338172
250	0.0796469861
251	0.07947974144
252	0.0792525996
253	0.07906965613
254	0.07889729469
255	0.07878625959
256	0.07858448329
257	0.07846134237
258	0.07825218606
259	0.07812142001
260	0.07798638227
261	0.07784034881
262	0.07772869955
263	0.0776358313
264	0.07738015687
265	0.07724951059
266	0.07704790625
267	0.07685387543
268	0.07675246844
269	0.07658715597
270	0.07650148986
271	0.07639658656
272	0.07627539815
273	0.07612671915
274	0.07598687706
275	0.07580557707
276	0.07566191755
277	0.07556606144
278	0.07540693589
279	0.07534068741
280	0.07526558303
281	0.07507639525
282	0.07495578816
283	0.07484637261
284	0.07477312115
285	0.07459084694
286	0.07449688467
287	0.0743250724
288	0.07425440142
289	0.07414943497
290	0.07398045285
291	0.07383031255
292	0.0736708548
293	0.0735769291
294	0.07342048945
295	0.07327737844
296	0.07314296094
297	0.0729823239
298	0.07284022608
299	0.07271864506
300	0.07259447755
301	0.07249929997
302	0.07240129567
303	0.07231427806
304	0.07214698012
305	0.07196824679
306	0.07186120403
307	0.07173128426
308	0.0716637637
309	0.07158647928
310	0.07145384254
311	0.07128932413
312	0.07123843825
313	0.07111421819
314	0.0710351444
315	0.07090890521
316	0.07083574826
317	0.07074624339
318	0.07063857034
319	0.07051952912
320	0.07038346969
321	0.0702174799
322	0.07009320128
323	0.07001844713
324	0.06987351308
325	0.06960881929
326	0.06944645257
327	0.06938123517
328	0.06925803586
329	0.06909949873
330	0.06894585746
331	0.06882929562
332	0.06871263528
333	0.06861342124
334	0.06848406677
335	0.0683499375
336	0.06825092247
337	0.06816060058
338	0.06801223153
339	0.06787225498
340	0.06773861205
341	0.06755440772
342	0.06739877145
343	0.06730118254
344	0.06724747436
345	0.06709817981
346	0.06699837389
347	0.06691912928
348	0.06682775033
349	0.0666827545
350	0.06659736405
351	0.06651731086
352	0.06635385845
353	0.0663319817
354	0.06626085206
355	0.06621162431
356	0.06605412656
357	0.06600354445
358	0.06584328524
359	0.06566536468
360	0.06552545133
361	0.06543184761
362	0.06537522357
363	0.06526796993
364	0.06520335184
365	0.06507056463
366	0.06495950732
367	0.0648307816
368	0.0646936745
369	0.06453853627
370	0.06435145884
371	0.06421488202
372	0.06415062138
373	0.0640543366
374	0.06392430265
375	0.06382012813
376	0.06368775769
377	0.06357879098
378	0.0634957258
379	0.06346108905
380	0.0634031439
381	0.0633542652
382	0.06324399958
383	0.06310501053
384	0.06307994792
385	0.06291713544
386	0.06287040095
387	0.06277954444
388	0.06263343293
389	0.06258337028
390	0.06242355522
391	0.06235772028
392	0.06220589321
393	0.06210243189
394	0.0620388194
395	0.06195019393
396	0.0619016405
397	0.06184372547
398	0.06174770118
399	0.06164781243
400	0.06151723438
401	0.06140060417
402	0.06132639155
403	0.06119829882
404	0.06111695181
405	0.06102096518
406	0.06088833775
407	0.06076876458
408	0.06069474825
409	0.06054705924
410	0.06048119076
411	0.06033188733
412	0.06028452148
413	0.06016698737
414	0.06000226513
415	0.0599097392
416	0.05985098832
417	0.05975113577
418	0.059690889
419	0.05961085029
420	0.05951272383
421	0.05945943797
422	0.05935267592
423	0.05930233585
424	0.05920041105
425	0.05908144411
426	0.05899776388
427	0.05889493571
428	0.05878569299
429	0.05868293167
430	0.05855578344
431	0.05847704026
432	0.05837119064
433	0.05832696687
434	0.05825929101
435	0.05823395673
436	0.05809817885
437	0.05801459718
438	0.05780395509
439	0.05775443588
440	0.05760844584
441	0.05752553425
442	0.05740351598
443	0.05733402063
444	0.05726513115
445	0.05716261615
446	0.05707395746
447	0.05699184586
448	0.05682735969
449	0.05671726877
450	0.0566503208
451	0.05654770317
452	0.05643055561
453	0.05636101935
454	0.05621994652
455	0.05616463638
456	0.05609073653
457	0.05596848418
458	0.05588066861
459	0.05576097039
460	0.05566044126
461	0.05555798882
462	0.05544912416
463	0.05534825812
464	0.05522963431
465	0.05517103505
466	0.05507376117
467	0.05500562279
468	0.0549389723
469	0.05480668943
470	0.05471977138
471	0.05461900046
472	0.05447053349
473	0.05431512793
474	0.05423319379
475	0.05416563963
476	0.05413178101
477	0.05405586461
478	0.05398529441
479	0.05395203993
480	0.05386895559
481	0.05381318818
482	0.05371444244
483	0.05364563086
484	0.05360720619
485	0.05353881627
486	0.05341380284
487	0.05327946708
488	0.05320612451
489	0.05317272838
490	0.05307483104
491	0.05297472494
492	0.05286493134
493	0.05283303994
494	0.05277629201
495	0.05266863474
496	0.05258085118
497	0.05249454552
498	0.05241920825
499	0.05238476802
500	0.0523522812
501	0.05230341549
502	0.05227122595
503	0.05216790257
504	0.05205576241
505	0.05201121458
506	0.05189175076
507	0.05182294913
508	0.0517490871
509	0.05164445044
510	0.0515802643
511	0.05145548643
512	0.05138315788
513	0.05128205229
514	0.05125352801
515	0.05113101623
516	0.05102983554
517	0.05095379812
518	0.05090790928
519	0.05081405428
520	0.05077672289
521	0.05074353691
522	0.05067407597
523	0.05060877847
524	0.05048897632
525	0.05037112406
526	0.05029343679
527	0.05021972462
528	0.05012296746
529	0.05002009456
530	0.04993965995
531	0.04989420843
532	0.04982446957
533	0.04978626873
534	0.04968728221
535	0.04963670998
536	0.04957335472
537	0.04955717273
538	0.04946206877
539	0.04939577357
540	0.04933332225
541	0.04926029527
542	0.0492453509
543	0.04918226417
544	0.04915017972
545	0.04901848525
546	0.048921396
547	0.04884625031
548	0.04878637406
549	0.04870253158
550	0.04859199876
551	0.04854714793
552	0.04845244652
553	0.04838529932
554	0.04833107556
555	0.04823235709
556	0.04816043885
557	0.0480802212
558	0.04797645654
559	0.04791503094
560	0.04781210488
561	0.04772846693
562	0.04762991786
563	0.04758301853
564	0.04751057221
565	0.04743828456
566	0.04733300885
567	0.04729397008
568	0.04723803637
569	0.04717502525
570	0.04711849529
571	0.04699843434
572	0.04692790356
573	0.0468501776
574	0.04677820402
575	0.04668351575
576	0.04658246813
577	0.04650957997
578	0.04644981789
579	0.046400061
580	0.04636170716
581	0.04626463199
582	0.04622691928
583	0.04613613731
584	0.04608938099
585	0.04601755019
586	0.04594440519
587	0.04592898254
588	0.04585695628
589	0.04583760862
590	0.04578739626
591	0.04570161529
592	0.04561361899
593	0.04550135719
594	0.04545441073
595	0.04538420937
596	0.04534066172
597	0.04530240064
598	0.04521888358
599	0.04513480984
600	0.0450561901
601	0.04492280145
602	0.04486073799
603	0.04481028975
604	0.0447271508
605	0.04467949189
606	0.04459701817
607	0.04453830053
608	0.04445727218
609	0.04438625587
610	0.04432651401
611	0.04427723825
612	0.04417384121
613	0.04411178814
614	0.04404757566
615	0.04400615989
616	0.04389444339
617	0.04378144467
618	0.04367418029
619	0.04361935121
620	0.04353706731
621	0.0434942681
622	0.04344196396
623	0.04341716364
624	0.04331315316
625	0.0432723068
626	0.04321872074
627	0.04315098275
628	0.04305684466
629	0.04292438512
630	0.04285536139
631	0.04278389234
632	0.04273329996
633	0.04268655883
634	0.04265707964
635	0.04261328271
636	0.04257018925
637	0.0425321591
638	0.04247423355
639	0.04236812522
640	0.04227443165
641	0.04220866416
642	0.04213194515
643	0.04207833086
644	0.04199949188
645	0.04195157422
646	0.04191009468
647	0.04181278334
648	0.04174028396
649	0.04167450906
650	0.04158874088
651	0.041517847
652	0.04146673611
653	0.04142513812
654	0.04141010734
655	0.04135501772
656	0.04127044839
657	0.0412326057
658	0.04116444281
659	0.04113735534
660	0.04105624008
661	0.04102011902
662	0.04098543003
663	0.04088849092
664	0.04083421181
665	0.04079229664
666	0.04074970985
667	0.04070244055
668	0.04066029824
669	0.04061702799
670	0.04054661505
671	0.04048859271
672	0.04042210375
673	0.04037088061
674	0.04031799444
675	0.04027735196
676	0.04021901084
677	0.04016430912
678	0.04012388182
679	0.04002231734
680	0.03994563809
681	0.03989957321
682	0.0398714433
683	0.03982271671
684	0.03976355957
685	0.03972975134
686	0.03967284971
687	0.03960819034
688	0.03957732251
689	0.03955513415
690	0.0394381767
691	0.03940843785
692	0.03935560224
693	0.03926666529
694	0.03923003218
695	0.03914892366
696	0.0391048357
697	0.03905393797
698	0.03900656988
699	0.03898086555
700	0.03892858112
701	0.03888591746
702	0.03883788693
703	0.03878624061
704	0.03870810879
705	0.03862569349
706	0.03860259835
707	0.03857380164
708	0.03852870106
709	0.03842362115
710	0.03838413773
711	0.03834451035
712	0.03831406687
713	0.03826498881
714	0.03819729202
715	0.03814896008
716	0.03807820662
717	0.03799093878
718	0.03793107096
719	0.03788571761
720	0.03775254741
721	0.03769819433
722	0.03760985168
723	0.03760435703
724	0.03754775721
725	0.03747345595
726	0.03742284751
727	0.0373910523
728	0.03734585954
729	0.03726190771
730	0.03723769736
731	0.03715073653
732	0.03710434385
733	0.03705775334
734	0.0370046995
735	0.03692689222
736	0.0368324217
737	0.03677271381
738	0.03671345455
739	0.03667216419
740	0.03663588373
741	0.03659734091
742	0.0365724419
743	0.03653028493
744	0.03645629805
745	0.03635176159
746	0.03628905389
747	0.03626317167
748	0.03625615182
749	0.03621829285
750	0.03613807437
751	0.03606981864
752	0.03602821787
753	0.03598610449
754	0.03595536948
755	0.03591515084
756	0.03584871699
757	0.03578581786
758	0.03572160869
759	0.03567539357
760	0.03563774351
761	0.03555441212
762	0.03551740596
763	0.03548230608
764	0.03541655543
765	0.0353516987
766	0.03529981204
767	0.03522433472
768	0.03516516585
769	0.03512668273
770	0.03503363534
771	0.03501346606
772	0.0349754465
773	0.03492973567
774	0.03485113761
775	0.03479473883
776	0.03477838914
777	0.03473811833
778	0.03471181583
779	0.03463169869
780	0.03459057626
781	0.03452674007
782	0.03449250752
783	0.03445731808
784	0.03440954097
785	0.03437306011
786	0.03436200686
787	0.03431746922
788	0.03425599703
789	0.03418461537
790	0.03415370595
791	0.03411711124
792	0.03405652666
793	0.03402755335
794	0.03397459863
795	0.03395216414
796	0.03391463924
797	0.03388525287
798	0.03383527006
799	0.03379349292
800	0.03375680831
801	0.03373936136
802	0.03370485755
803	0.03366599542
804	0.03358107926
805	0.03355194951
806	0.03351001485
807	0.03346686868
808	0.0334472746
809	0.0333986089
810	0.03334560157
811	0.03328237094
812	0.0332195429
813	0.03318654615
814	0.03313978027
815	0.03310023688
816	0.03305622759
817	0.03302809271
818	0.03297997498
819	0.03292693925
820	0.03287415841
821	0.03282191143
822	0.03276710985
823	0.03272895372
824	0.03267055566
825	0.03265105242
826	0.03257114586
827	0.03251882205
828	0.03248196354
829	0.03243822135
830	0.03240931369
831	0.03236176123
832	0.0323081437
833	0.03226573668
834	0.03224247386
835	0.03219081006
836	0.03215554997
837	0.03209447168
838	0.03207212069
839	0.03202905157
840	0.03196316406
841	0.03191761409
842	0.03186998653
843	0.03186250363
844	0.03180624229
845	0.03174987736
846	0.03169960388
847	0.03165904722
848	0.03161953815
849	0.03157573342
850	0.0315411133
851	0.03151553724
852	0.03148795485
853	0.03145491341
854	0.03141035966
855	0.03138359318
856	0.03136806026
857	0.03133645269
858	0.03130642268
859	0.03127695387
860	0.03126039889
861	0.03117794504
862	0.03114785573
863	0.03111114127
864	0.0310758501
865	0.0310445889
866	0.03102761644
867	0.03099343898
868	0.03095481596
869	0.03088960483
870	0.03084420277
871	0.03081464502
872	0.03078622278
873	0.03074152897
874	0.03068142313
875	0.03061050322
876	0.03058176259
877	0.03053196818
878	0.03048015566
879	0.03044824727
880	0.0303885663
881	0.03035689988
882	0.0303299693
883	0.03029865459
884	0.03027826721
885	0.03023241188
886	0.03020404579
887	0.0301587168
888	0.03010765065
889	0.03005846291
890	0.03003300914
891	0.02999048238
892	0.02996093449
893	0.02992084554
894	0.02991074367
895	0.0298739447
896	0.02983364746
897	0.02979363749
898	0.02976482609
899	0.02972656779
900	0.0296866247
901	0.02965700104
902	0.02960796436
903	0.02955393811
904	0.02953364299
905	0.02950787815
906	0.02946431533
907	0.02941886685
908	0.02938177552
909	0.02936165916
910	0.02931542627
911	0.02926171156
912	0.0292323907
913	0.02921718651
914	0.02918552427
915	0.02915146463
916	0.02912966993
917	0.0291179199
918	0.02910273856
919	0.02908769828
920	0.02902711095
921	0.02899835821
922	0.02897329766
923	0.02893275585
924	0.02888606614
925	0.02886048912
926	0.02881182891
927	0.02876059931
928	0.02873350494
929	0.02871031484
930	0.02868463916
931	0.02866195704
932	0.02862757153
933	0.02857860278
934	0.02853816854
935	0.02850255798
936	0.02845877689
937	0.02844358205
938	0.02842900149
939	0.02837937625
940	0.02836423223
941	0.02832027725
942	0.02829631286
943	0.0282484273
944	0.02821317441
945	0.0281737817
946	0.02813828701
947	0.02810687177
948	0.0280861946
949	0.02804266892
950	0.02798835398
951	0.0279517092
952	0.02789151594
953	0.02784001572
954	0.02779295452
955	0.02777085471
956	0.0277357116
957	0.02767003879
958	0.02763898027
959	0.0275916363
960	0.02756996712
961	0.02752618789
962	0.02750317133
963	0.02745967915
964	0.02741427764
965	0.02737987566
966	0.0273347252
967	0.02729822994
968	0.02727793673
969	0.02725048539
970	0.02720872124
971	0.02717134546
972	0.02713627508
973	0.02709213761
974	0.02703486656
975	0.02702002697
976	0.02697230675
977	0.02694661154
978	0.02692344043
979	0.02689091731
980	0.02685406253
981	0.02682595657
982	0.02677037124
983	0.02673862834
984	0.0267204851
985	0.02668038423
986	0.02663898082
987	0.02660646312
988	0.02658334164
989	0.02655925046
990	0.02650634728
991	0.02646732553
992	0.02643751191
993	0.02639437753
994	0.02635068193
995	0.02631414494
996	0.02628882937
997	0.02623370994
998	0.02622004389
999	0.02617824092
1000	0.02617228362
1001	0.02614140602
1002	0.02611606634
1003	0.02609799657
1004	0.02606719391
1005	0.02603231828
1006	0.02600990625
1007	0.02600092886
1008	0.02597360069
1009	0.02593226381
1010	0.02588067558
1011	0.02583869748
1012	0.02582378979
1013	0.02578831342
1014	0.02578490284
1015	0.02575214966
1016	0.02573264412
1017	0.02569838968
1018	0.02566478934
1019	0.02562944963
1020	0.02561819791
1021	0.02561686584
1022	0.02557247355
1023	0.02554839547
1024	0.0255079214
1025	0.02547306688
1026	0.02544698364
1027	0.02543807145
1028	0.02540673556
1029	0.02537467529
1030	0.02533940925
1031	0.02531295672
1032	0.02528557768
1033	0.02523628893
1034	0.02519286356
1035	0.02517513731
1036	0.02513709436
1037	0.02512279322
1038	0.02510396543
1039	0.02507796313
1040	0.02505450574
1041	0.02502841414
1042	0.02499559154
1043	0.02497080683
1044	0.02492997731
1045	0.02490341453
1046	0.02487076132
1047	0.02485128891
1048	0.02480824175
1049	0.02479084301
1050	0.02477843484
1051	0.02475128198
1052	0.02472406708
1053	0.02470505649
1054	0.02467204693
1055	0.02462169065
1056	0.02460147265
1057	0.02457759252
1058	0.02455863389
1059	0.02454660948
1060	0.02450407757
1061	0.02446596937
1062	0.02444723586
1063	0.02440691839
1064	0.02437718014
1065	0.02435208457
1066	0.02433680402
1067	0.02430566502
1068	0.02428156524
1069	0.02424776972
1070	0.02421283231
1071	0.02420129407
1072	0.02416429256
1073	0.02414696346
1074	0.02410627131
1075	0.02407236826
1076	0.0240430132
1077	0.02402249125
1078	0.02398052713
1079	0.02396037692
1080	0.02393683563
1081	0.02391025751
1082	0.02388345619
1083	0.02386669758
1084	0.02383846317
1085	0.02379663499
1086	0.02377842726
1087	0.0237478116
1088	0.02373271465
1089	0.02371257294
1090	0.0236776563
1091	0.02366470457
1092	0.02364396547
1093	0.02361254315
1094	0.02358811422
1095	0.02355651085
1096	0.02352892854
1097	0.02351288914
1098	0.02347263104
1099	0.02342027378
1100	0.02338519673
1101	0.02334884244
1102	0.02330973515
1103	0.02329351835
1104	0.02325441883
1105	0.02321537219
1106	0.02319905313
1107	0.02316134826
1108	0.02312548719
1109	0.02309303277
1110	0.02307259136
1111	0.02303669525
1112	0.02302370603
1113	0.02299377212
1114	0.02297575851
1115	0.02295916427
1116	0.02294737599
1117	0.02291447448
1118	0.02289116211
1119	0.0228616293
1120	0.02284156737
1121	0.02283116228
1122	0.02281473649
1123	0.02278906215
1124	0.02274371774
1125	0.02271419843
1126	0.02269397356
1127	0.02268316359
1128	0.02265849903
1129	0.02263828375
1130	0.02260693159
1131	0.02258612676
1132	0.02257223575
1133	0.02254958716
1134	0.02251477555
1135	0.02247747071
1136	0.02244487592
1137	0.02239138879
1138	0.0223554987
1139	0.02232983462
1140	0.02231174269
1141	0.02228381475
1142	0.02226298878
1143	0.0222354151
1144	0.02220570546
1145	0.02218689713
1146	0.02215527091
1147	0.02213348772
1148	0.02211481825
1149	0.02208991563
1150	0.02206527639
1151	0.02203516303
1152	0.02201896882
1153	0.02199241469
1154	0.02197725433
1155	0.02195565374
1156	0.0219364654
1157	0.02191543123
1158	0.02190441968
1159	0.02189268304
1160	0.0218814046
1161	0.02184476046
1162	0.02182015535
1163	0.02181085041
1164	0.02177615576
1165	0.02174951476
1166	0.02171456612
1167	0.02169536134
1168	0.02166554214
1169	0.02163911002
1170	0.02161521513
1171	0.02157538953
1172	0.02152186403
1173	0.02150938936
1174	0.02150265896
1175	0.02148290847
1176	0.02146287915
1177	0.02145724729
1178	0.02142969377
1179	0.02140793316
1180	0.02137268674
1181	0.02135365769
1182	0.0213257315
1183	0.02130017155
1184	0.02126263444
1185	0.02123205671
1186	0.02121561677
1187	0.02119198441
1188	0.02117582467
1189	0.02115112572
1190	0.02113076428
1191	0.02111873796
1192	0.02108006658
1193	0.02105903998
1194	0.02104051874
1195	0.02102414986
1196	0.02101216634
1197	0.02099082011
1198	0.02096873727
1199	0.0209440319
1200	0.0209150708
1201	0.02090092521
1202	0.02086274846
1203	0.0208418305
1204	0.02083148841
1205	0.02080295772
1206	0.02079835624
1207	0.02078822035
1208	0.0207851147
1209	0.02075237712
1210	0.02072190988
1211	0.0207055726
1212	0.02070148913
1213	0.02067552309
1214	0.02064611148
1215	0.02061900659
1216	0.02059671538
1217	0.02057244838
1218	0.02053874217
1219	0.02052352117
1220	0.02048899292
1221	0.02046150707
1222	0.02042446162
1223	0.02039313524
1224	0.02037787623
1225	0.02034104046
1226	0.02029818022
1227	0.02028235723
1228	0.02027422818
1229	0.02025172951
1230	0.02022887246
1231	0.02020803264
1232	0.02018688253
1233	0.0201685804
1234	0.020153729
1235	0.02013018525
1236	0.0200961741
1237	0.02008557965
1238	0.02006464381
1239	0.02005302312
1240	0.0200189031
1241	0.0199981503
1242	0.01997911736
1243	0.01993934946
1244	0.01991061169
1245	0.01987890703
1246	0.0198571178
1247	0.01982890098
1248	0.01980420144
1249	0.01977791074
1250	0.0197494753
1251	0.01972722848
1252	0.01971351018
1253	0.01968959964
1254	0.01967077297
1255	0.01966348098
1256	0.01964419455
1257	0.01962216543
1258	0.01960372279
1259	0.0195830463
1260	0.01955578755
1261	0.0195394836
1262	0.01953328433
1263	0.01951902294
1264	0.01950383441
1265	0.01946853397
1266	0.01943622782
1267	0.01941410594
1268	0.01940431605
1269	0.01938845413
1270	0.01937108801
1271	0.01934990367
1272	0.01933441075
1273	0.01931953857
1274	0.01930442191
1275	0.01929432083
1276	0.01928166372
1277	0.0192726259
1278	0.01927030301
1279	0.01924406836
1280	0.0192254885
1281	0.01921632167
1282	0.01920325386
1283	0.01918492681
1284	0.01916315567
1285	0.01915440066
1286	0.01912444413
1287	0.01910300432
1288	0.01908931412
1289	0.01908427321
1290	0.01905864175
1291	0.01904181025
1292	0.01901013259
1293	0.01900357402
1294	0.01899897164
1295	0.01896971439
1296	0.01893234049
1297	0.01889556951
1298	0.01887288198
1299	0.01885231266
1300	0.01883720329
1301	0.01881164792
1302	0.01879660774
1303	0.01877827196
1304	0.0187741713
1305	0.01876484072
1306	0.01873575708
1307	0.01872354864
1308	0.01870194304
1309	0.01869453622
1310	0.01866648336
1311	0.01863562914
1312	0.01861821146
1313	0.01859699457
1314	0.0185875519
1315	0.0185655721
1316	0.01855124713
1317	0.018525682
1318	0.01850685269
1319	0.01847780476
1320	0.0184691948
1321	0.01844616245
1322	0.0184379488
1323	0.01843003963
1324	0.01840412988
1325	0.01839929605
1326	0.01839891563
1327	0.01837165893
1328	0.01835165132
1329	0.01834626053
1330	0.01833920552
1331	0.0183248679
1332	0.01830372677
1333	0.01829265608
1334	0.01826180163
1335	0.01824102209
1336	0.0182277784
1337	0.01820896754
1338	0.01817113627
1339	0.01814535388
1340	0.01812494752
1341	0.01810548355
1342	0.01808638762
1343	0.01808093575
1344	0.01806673348
1345	0.01803428798
1346	0.0180264343
1347	0.01801144307
1348	0.01798758078
1349	0.01796006483
1350	0.01794964432
1351	0.01794083587
1352	0.01792058089
1353	0.01789562692
1354	0.0178824867
1355	0.01787784014
1356	0.01785907884
1357	0.01783691742
1358	0.01781164948
1359	0.01780238747
1360	0.01778667497
1361	0.01776670459
1362	0.01774496797
1363	0.01772733418
1364	0.01771887912
1365	0.01769927956
1366	0.01768530878
1367	0.01766511031
1368	0.01764941994
1369	0.01761032526
1370	0.01758584515
1371	0.0175683995
1372	0.01756060097
1373	0.01754929221
1374	0.01753481195
1375	0.01749943297
1376	0.01748168459
1377	0.01746814953
1378	0.0174626152
1379	0.01744437463
1380	0.01743507381
1381	0.01741712469
1382	0.01739207195
1383	0.01736214323
1384	0.01734553183
1385	0.01732413497
1386	0.0173048123
1387	0.01727843997
1388	0.01726909196
1389	0.01724378392
1390	0.0172303559
1391	0.01720815837
1392	0.01719985125
1393	0.01719108911
1394	0.01717890095
1395	0.01716131742
1396	0.01714677601
1397	0.01713493945
1398	0.01711947069
1399	0.01709554875
1400	0.01708175244
1401	0.0170689334
1402	0.01703715843
1403	0.01701979748
1404	0.01700185592
1405	0.01698207743
1406	0.0169746151
1407	0.01695106632
1408	0.01693625014
1409	0.01691870153
1410	0.01690913061
1411	0.01689778496
1412	0.01687135745
1413	0.01686159505
1414	0.01685379314
1415	0.01684833743
1416	0.01682343516
1417	0.01681961937
1418	0.01679938319
1419	0.01678737817
1420	0.01677428406
1421	0.01676984861
1422	0.0167564687
1423	0.01673910902
1424	0.01673095573
1425	0.01671755604
1426	0.01670114692
1427	0.0166786032
1428	0.01665662087
1429	0.01662845523
1430	0.01661455959
1431	0.01659517814
1432	0.01657999945
1433	0.01655713661
1434	0.01652642697
1435	0.01651004317
1436	0.01648067916
1437	0.01646238703
1438	0.01643622693
1439	0.01642275367
1440	0.01639576752
1441	0.01637904175
1442	0.01635456002
1443	0.01633311181
1444	0.01631528155
1445	0.01628930816
1446	0.01628591692
1447	0.01626454743
1448	0.0162575212
1449	0.01622965957
1450	0.0162274256
1451	0.01621268307
1452	0.01619484607
1453	0.01617753378
1454	0.01615603095
1455	0.0161298845
1456	0.01611454025
1457	0.01610548346
1458	0.01609363398
1459	0.01608509825
1460	0.01606734629
1461	0.0160484529
1462	0.01602248861
1463	0.01601730194
1464	0.01600744881
1465	0.01598091147
1466	0.01596062105
1467	0.01593139646
1468	0.01591385027
1469	0.01590123893
1470	0.0158819657
1471	0.01586503948
1472	0.01584847496
1473	0.01583719336
1474	0.01583412749
1475	0.01581349192
1476	0.01579989581
1477	0.01578220289
1478	0.01577045902
1479	0.01573373246
1480	0.01569695827
1481	0.01568181165
1482	0.01567356924
1483	0.01566661537
1484	0.01565669636
1485	0.01565282872
1486	0.01564041611
1487	0.01562753767
1488	0.01561214228
1489	0.01559320816
1490	0.01557970698
1491	0.01555593724
1492	0.01553426457
1493	0.01552223082
1494	0.01549892035
1495	0.01548544296
1496	0.0154733303
1497	0.01545757897
1498	0.01544680503
1499	0.01542363404
