iter	Passed	Remaining
281	1261	7684
282	1264	7673
283	1267	7659
284	1270	7648
285	1274	7635
286	1278	7629
287	1282	7624
288	1286	7615
289	1289	7601
290	1293	7599
291	1297	7587
292	1300	7574
293	1302	7560
294	1306	7551
295	1309	7536
296	1313	7530
297	1317	7525
298	1322	7522
299	1327	7522
300	1330	7510
301	1334	7504
302	1339	7504
303	1343	7492
304	1346	7480
305	1349	7468
306	1353	7465
307	1357	7454
308	1361	7451
309	1364	7440
310	1368	7431
311	1373	7428
312	1376	7421
313	1379	7409
314	1383	7402
315	1387	7392
316	1391	7386
317	1395	7382
318	1401	7385
319	1405	7377
320	1410	7375
321	1414	7370
322	1419	7368
323	1423	7363
324	1429	7366
325	1434	7364
326	1437	7352
327	1441	7347
328	1445	7340
329	1450	7339
330	1456	7346
331	1461	7342
332	1465	7334
333	1469	7328
334	1472	7320
335	1478	7320
336	1482	7315
337	1486	7310
338	1490	7304
339	1494	7296
340	1498	7288
341	1502	7284
342	1505	7274
343	1510	7269
344	1513	7262
345	1518	7258
346	1523	7256
347	1529	7262
348	1536	7269
349	1540	7261
350	1544	7255
351	1547	7247
352	1553	7246
353	1557	7243
354	1561	7236
355	1566	7231
356	1569	7224
357	1573	7217
358	1578	7215
359	1584	7217
360	1588	7212
361	1593	7210
362	1597	7202
363	1602	7200
364	1606	7197
365	1610	7189
366	1616	7191
367	1620	7185
368	1623	7175
369	1628	7174
370	1634	7174
371	1638	7171
372	1642	7165
373	1646	7160
374	1653	7166
375	1660	7170
376	1663	7162
377	1671	7171
378	1676	7171
379	1683	7176
380	1689	7180
381	1694	7176
382	1700	7177
383	1708	7189
384	1718	7210
385	1725	7212
386	1732	7219
387	1738	7221
388	1743	7221
389	1749	7223
390	1753	7216
391	1758	7214
392	1764	7215
393	1768	7209
394	1772	7204
395	1777	7198
396	1784	7204
397	1791	7212
398	1794	7199
399	1800	7200
400	1805	7200
401	1811	7199
402	1816	7199
403	1821	7194
404	1825	7189
405	1828	7179
406	1832	7172
407	1836	7165
408	1840	7157
409	1844	7153
410	1849	7152
411	1854	7147
412	1858	7142
413	1862	7133
414	1865	7125
415	1869	7116
416	1872	7109
417	1876	7100
418	1880	7096
419	1884	7090
420	1888	7081
421	1892	7076
422	1895	7067
423	1899	7061
424	1904	7057
425	1908	7052
426	1914	7053
427	1919	7049
428	1923	7044
429	1927	7036
430	1931	7029
431	1935	7023
432	1941	7027
433	1945	7021
434	1950	7015
435	1953	7006
436	1959	7007
437	1966	7014
438	1973	7015
439	1976	7008
440	1980	7002
441	1983	6992
442	1987	6984
443	1991	6979
444	1995	6971
445	2000	6969
446	2002	6958
447	2008	6958
448	2012	6950
449	2015	6942
450	2018	6934
451	2023	6928
452	2027	6923
453	2031	6916
454	2036	6914
455	2042	6914
456	2047	6913
457	2051	6907
458	2055	6902
459	2059	6894
460	2064	6891
461	2069	6888
462	2073	6884
463	2078	6879
464	2083	6878
465	2087	6872
466	2095	6879
467	2102	6881
468	2108	6883
469	2115	6888
470	2122	6890
471	2127	6888
472	2133	6889
473	2137	6880
474	2142	6877
475	2149	6882
476	2156	6884
477	2166	6897
478	2173	6902
479	2185	6921
480	2191	6922
481	2197	6920
482	2204	6923
483	2209	6920
484	2214	6917
485	2222	6923
486	2226	6916
487	2230	6910
488	2236	6909
489	2240	6903
490	2245	6900
491	2250	6897
492	2256	6896
493	2260	6890
494	2264	6883
495	2269	6880
496	2273	6876
497	2278	6871
498	2287	6881
499	2292	6877
500	2298	6876
501	2304	6875
502	2308	6870
503	2313	6868
504	2321	6872
505	2331	6884
506	2338	6887
507	2342	6880
508	2349	6882
509	2357	6888
510	2363	6888
511	2369	6887
512	2376	6889
513	2381	6885
514	2386	6880
515	2392	6879
516	2397	6876
517	2401	6872
518	2407	6870
519	2415	6873
520	2419	6868
521	2425	6867
522	2431	6865
523	2434	6857
524	2441	6859
525	2449	6864
526	2456	6866
527	2464	6870
528	2473	6877
529	2479	6877
530	2483	6869
531	2488	6867
532	2492	6859
533	2497	6857
534	2507	6866
535	2512	6863
536	2520	6866
537	2525	6862
538	2528	6853
539	2535	6854
540	2541	6852
541	2547	6851
542	2550	6844
543	2554	6835
544	2559	6832
545	2561	6822
546	2565	6815
547	2568	6806
548	2572	6799
549	2578	6799
550	2582	6791
551	2585	6783
552	2588	6773
553	2592	6765
554	2595	6758
555	2598	6749
556	2601	6740
557	2605	6732
558	2614	6739
559	2620	6738
560	2625	6735
561	2629	6728
562	2637	6732
563	2643	6731
564	2649	6729
565	2653	6723
566	2657	6715
567	2661	6710
568	2667	6707
569	2672	6704
570	2676	6698
571	2680	6691
572	2685	6688
573	2690	6685
574	2695	6680
575	2706	6690
576	2712	6688
577	2718	6688
578	2722	6681
579	2726	6675
580	2731	6670
581	2736	6668
582	2742	6665
583	2747	6660
584	2751	6655
585	2755	6649
586	2759	6643
587	2764	6639
588	2768	6633
589	2773	6628
590	2779	6625
591	2783	6619
592	2787	6614
593	2793	6611
594	2801	6616
595	2806	6611
596	2810	6605
597	2816	6603
598	2826	6611
599	2830	6604
600	2835	6600
601	2840	6596
602	2844	6590
603	2848	6583
604	2855	6584
605	2861	6581
606	2868	6583
607	2875	6583
608	2881	6580
609	2885	6574
610	2889	6568
611	2897	6572
612	2903	6569
613	2907	6563
614	2913	6560
615	2919	6558
616	2923	6552
617	2929	6550
618	2934	6547
619	2940	6544
620	2943	6537
621	2953	6543
622	2958	6538
623	2963	6534
624	2968	6530
625	2972	6523
626	2975	6516
627	2980	6510
628	2984	6506
629	2989	6501
630	2997	6502
631	3003	6501
632	3007	6494
633	3011	6488
634	3017	6485
635	3021	6479
636	3026	6475
637	3030	6470
638	3034	6463
639	3038	6456
640	3043	6452
641	3046	6444
642	3051	6438
643	3055	6433
644	3059	6427
645	3064	6423
646	3070	6420
647	3074	6413
648	3078	6407
649	3081	6400
650	3085	6393
651	3090	6389
652	3096	6387
653	3100	6381
654	3104	6375
655	3107	6366
656	3110	6358
657	3115	6354
658	3122	6354
659	3130	6355
660	3133	6347
661	3137	6342
662	3142	6337
663	3146	6330
664	3150	6324
665	3153	6316
666	3156	6308
667	3161	6304
668	3166	6299
669	3169	6292
670	3172	6284
671	3176	6276
672	3179	6269
673	3185	6267
674	3189	6261
675	3193	6254
676	3198	6251
677	3202	6243
678	3204	6235
679	3208	6227
680	3211	6220
681	3214	6212
682	3218	6206
683	3221	6198
684	3226	6193
685	3231	6189
686	3234	6182
687	3238	6175
688	3242	6169
689	3246	6163
690	3250	6158
691	3254	6152
692	3259	6147
693	3264	6143
694	3267	6134
695	3270	6127
696	3273	6119
697	3277	6112
698	3280	6105
699	3286	6103
700	3291	6099
701	3294	6091
702	3298	6085
703	3301	6077
704	3304	6069
705	3307	6062
706	3310	6054
707	3314	6047
708	3317	6040
709	3323	6038
710	3327	6031
711	3331	6026
712	3334	6019
713	3337	6011
714	3340	6003
715	3344	5997
716	3347	5990
717	3351	5983
718	3354	5977
719	3359	5971
720	3362	5964
721	3366	5958
722	3369	5951
723	3374	5947
724	3378	5940
725	3384	5939
726	3389	5935
727	3394	5930
728	3398	5925
729	3401	5918
730	3406	5913
731	3410	5908
732	3415	5903
733	3421	5901
734	3425	5896
735	3431	5892
736	3434	5885
737	3438	5880
738	3443	5875
739	3447	5870
740	3454	5869
741	3459	5865
742	3463	5858
743	3466	5852
744	3470	5846
745	3475	5842
746	3479	5836
747	3491	5844
748	3495	5838
749	3500	5834
750	3504	5829
751	3511	5827
752	3518	5827
753	3524	5823
754	3527	5817
755	3533	5814
756	3538	5810
757	3542	5804
758	3547	5799
759	3552	5796
760	3557	5792
761	3562	5787
762	3567	5783
763	3574	5782
764	3577	5775
765	3582	5771
766	3588	5768
767	3591	5760
768	3594	5753
769	3596	5745
770	3599	5738
771	3602	5730
772	3606	5724
773	3609	5717
774	3614	5713
775	3617	5706
776	3620	5699
777	3624	5692
778	3627	5685
779	3630	5678
780	3635	5673
781	3639	5668
782	3643	5662
783	3648	5659
784	3652	5653
785	3657	5649
786	3663	5646
787	3666	5639
788	3670	5633
789	3674	5627
790	3679	5623
791	3683	5619
792	3687	5612
793	3690	5605
794	3693	5598
795	3697	5592
796	3702	5588
797	3708	5585
798	3711	5578
799	3715	5572
800	3718	5565
801	3722	5560
802	3725	5553
803	3728	5546
804	3731	5539
805	3735	5533
806	3739	5528
807	3743	5522
808	3748	5517
809	3751	5512
810	3756	5506
811	3758	5499
812	3762	5493
813	3766	5488
814	3771	5484
815	3776	5479
816	3780	5474
817	3783	5467
818	3787	5461
819	3790	5454
820	3794	5449
821	3797	5441
822	3799	5434
823	3803	5428
824	3808	5423
825	3810	5416
826	3815	5411
827	3818	5405
828	3822	5398
829	3825	5391
830	3830	5388
831	3835	5383
832	3838	5377
833	3845	5376
834	3851	5373
835	3855	5368
836	3858	5361
837	3862	5355
838	3865	5349
839	3871	5345
840	3876	5341
841	3880	5337
842	3884	5330
843	3887	5324
844	3890	5318
845	3897	5316
846	3900	5309
847	3903	5303
848	3908	5298
849	3912	5292
850	3916	5287
851	3919	5281
852	3922	5274
853	3929	5272
854	3937	5273
855	3942	5269
856	3945	5262
857	3950	5258
858	3954	5252
859	3959	5248
860	3966	5247
861	3972	5243
862	3977	5240
863	3982	5236
864	3986	5230
865	3992	5228
866	3997	5223
867	4000	5217
868	4005	5212
869	4013	5213
870	4024	5216
871	4032	5216
872	4041	5217
873	4046	5213
874	4049	5207
875	4054	5202
876	4064	5204
877	4073	5206
878	4081	5205
879	4087	5202
880	4093	5199
881	4101	5198
882	4110	5199
883	4115	5196
884	4121	5192
885	4126	5188
886	4131	5183
887	4135	5178
888	4140	5174
889	4147	5172
890	4153	5169
891	4157	5163
892	4162	5159
893	4168	5156
894	4173	5152
895	4178	5148
896	4182	5143
897	4189	5141
898	4194	5137
899	4199	5133
900	4205	5130
901	4209	5124
902	4214	5120
903	4220	5116
904	4225	5112
905	4229	5107
906	4234	5102
907	4237	5096
908	4243	5092
909	4247	5087
910	4250	5081
911	4255	5077
912	4260	5072
913	4264	5066
914	4272	5066
915	4282	5067
916	4291	5068
917	4297	5065
918	4303	5062
919	4309	5058
920	4313	5052
921	4317	5048
922	4326	5047
923	4333	5046
924	4340	5044
925	4344	5039
926	4350	5035
927	4355	5031
928	4361	5028
929	4365	5022
930	4372	5020
931	4376	5015
932	4386	5015
933	4394	5015
934	4399	5011
935	4405	5008
936	4411	5004
937	4416	5000
938	4420	4994
939	4425	4990
940	4432	4988
941	4438	4984
942	4442	4979
943	4446	4973
944	4451	4969
945	4455	4964
946	4459	4958
947	4468	4958
948	4476	4957
949	4484	4956
950	4487	4949
951	4493	4946
952	4499	4943
953	4504	4939
954	4510	4935
955	4521	4937
956	4525	4931
957	4529	4926
958	4534	4922
959	4540	4918
960	4545	4914
961	4550	4909
962	4557	4907
963	4563	4904
964	4567	4899
965	4573	4895
966	4579	4892
967	4584	4887
968	4588	4882
969	4593	4877
970	4599	4874
971	4604	4869
972	4608	4864
973	4614	4861
974	4622	4859
975	4627	4855
976	4633	4851
977	4637	4846
978	4642	4841
979	4654	4844
980	4663	4843
981	4666	4837
982	4670	4831
983	4674	4826
984	4678	4820
985	4683	4816
986	4687	4811
987	4692	4806
988	4695	4799
989	4698	4793
990	4702	4787
991	4705	4781
992	4708	4774
993	4711	4768
994	4715	4762
995	4719	4757
996	4722	4751
997	4726	4745
998	4730	4739
999	4733	4733
1000	4738	4729
1001	4741	4722
1002	4747	4718
1003	4750	4713
1004	4754	4706
1005	4759	4702
1006	4763	4697
1007	4766	4691
1008	4770	4684
1009	4775	4680
1010	4781	4677
1011	4786	4673
1012	4789	4666
1013	4792	4660
1014	4795	4653
1015	4798	4647
1016	4802	4641
1017	4808	4638
1018	4813	4634
1019	4817	4628
1020	4821	4622
1021	4824	4616
1022	4827	4610
1023	4830	4604
1024	4834	4598
1025	4836	4591
1026	4840	4585
1027	4843	4579
1028	4847	4574
1029	4851	4569
1030	4855	4563
1031	4859	4558
1032	4866	4555
1033	4871	4551
1034	4874	4545
1035	4879	4540
1036	4882	4533
1037	4885	4527
1038	4888	4521
1039	4891	4515
1040	4893	4508
1041	4900	4505
1042	4903	4499
1043	4907	4493
1044	4911	4488
1045	4914	4482
1046	4920	4478
1047	4923	4472
1048	4926	4466
1049	4929	4460
1050	4935	4456
1051	4939	4450
1052	4942	4445
1053	4946	4439
1054	4951	4435
1055	4955	4429
1056	4958	4423
1057	4961	4417
1058	4965	4411
1059	4970	4408
1060	4976	4404
1061	4980	4399
1062	4984	4393
1063	4988	4388
1064	4991	4382
1065	4994	4376
1066	4998	4370
1067	5002	4365
1068	5006	4360
1069	5009	4354
1070	5013	4348
1071	5015	4342
1072	5020	4337
1073	5023	4331
1074	5027	4326
1075	5031	4321
1076	5036	4316
1077	5040	4311
1078	5044	4305
1079	5048	4300
1080	5052	4295
1081	5055	4289
1082	5059	4283
1083	5063	4279
1084	5067	4273
1085	5072	4269
1086	5075	4263
1087	5079	4257
1088	5082	4251
1089	5085	4245
1090	5088	4239
1091	5092	4234
1092	5096	4229
1093	5099	4223
1094	5104	4218
1095	5108	4213
1096	5112	4208
1097	5116	4202
1098	5119	4197
1099	5122	4191
1100	5126	4185
1101	5129	4179
1102	5133	4175
1103	5137	4169
1104	5141	4164
1105	5146	4160
1106	5149	4154
1107	5153	4148
1108	5158	4144
1109	5164	4140
1110	5169	4136
1111	5173	4131
1112	5177	4125
1113	5180	4120
1114	5184	4114
1115	5187	4109
1116	5191	4103
1117	5194	4098
1118	5199	4093
1119	5205	4090
1120	5210	4085
1121	5214	4080
1122	5221	4077
1123	5228	4074
1124	5233	4070
1125	5240	4067
1126	5244	4062
1127	5248	4057
1128	5256	4055
1129	5262	4051
1130	5267	4047
1131	5271	4042
1132	5276	4037
1133	5281	4033
1134	5285	4027
1135	5295	4027
1136	5302	4024
1137	5307	4020
1138	5310	4014
1139	5316	4010
1140	5322	4007
1141	5327	4002
1142	5331	3997
1143	5336	3992
1144	5340	3987
1145	5345	3983
1146	5353	3981
1147	5357	3976
1148	5362	3971
1149	5367	3966
1150	5371	3962
1151	5382	3961
1152	5387	3957
1153	5391	3952
1154	5397	3948
1155	5403	3944
1156	5408	3940
1157	5413	3936
1158	5418	3931
1159	5423	3927
1160	5428	3922
1161	5432	3917
1162	5437	3913
1163	5442	3908
1164	5447	3904
1165	5453	3900
1166	5458	3896
1167	5463	3891
1168	5468	3887
1169	5472	3882
1170	5476	3876
1171	5481	3872
1172	5486	3868
1173	5491	3863
1174	5496	3859
1175	5501	3854
1176	5504	3849
1177	5510	3844
1178	5516	3841
1179	5522	3837
1180	5526	3832
1181	5531	3828
1182	5536	3823
1183	5545	3821
1184	5550	3817
1185	5555	3812
1186	5559	3808
1187	5564	3803
1188	5570	3799
1189	5576	3795
1190	5579	3790
1191	5587	3787
1192	5592	3783
1193	5598	3779
1194	5604	3775
1195	5609	3771
1196	5615	3766
1197	5622	3764
1198	5627	3759
1199	5631	3754
1200	5638	3751
1201	5645	3748
1202	5650	3743
1203	5655	3739
1204	5662	3735
1205	5667	3731
1206	5672	3726
1207	5677	3722
1208	5683	3718
1209	5690	3715
1210	5700	3714
1211	5706	3710
1212	5711	3705
1213	5718	3702
1214	5724	3698
1215	5733	3696
1216	5743	3695
1217	5753	3693
1218	5759	3690
1219	5768	3688
1220	5779	3687
1221	5790	3686
1222	5807	3689
1223	5829	3695
1224	5846	3699
1225	5856	3697
1226	5864	3694
1227	5872	3691
1228	5879	3688
1229	5886	3684
1230	5890	3679
1231	5895	3675
1232	5902	3671
1233	5908	3667
1234	5915	3664
1235	5920	3659
1236	5924	3654
1237	5929	3649
1238	5934	3644
1239	5938	3639
1240	5946	3637
1241	5952	3632
1242	5957	3627
1243	5961	3622
1244	5965	3617
1245	5968	3611
1246	5971	3605
1247	5974	3600
1248	5978	3595
1249	5983	3589
1250	5987	3584
1251	5990	3579
1252	5994	3573
1253	5998	3568
1254	6006	3565
1255	6016	3563
1256	6022	3559
1257	6030	3556
1258	6034	3551
1259	6037	3545
1260	6042	3540
1261	6045	3535
1262	6050	3530
1263	6055	3525
1264	6059	3520
1265	6063	3515
1266	6071	3512
1267	6079	3509
1268	6086	3506
1269	6092	3501
1270	6095	3496
1271	6098	3490
1272	6103	3485
1273	6108	3481
1274	6112	3475
1275	6116	3470
1276	6120	3465
1277	6124	3459
1278	6131	3456
1279	6142	3455
1280	6152	3453
1281	6156	3448
1282	6160	3443
1283	6184	3448
1284	6219	3460
1285	6256	3473
1286	6280	3479
1287	6289	3476
1288	6304	3477
1289	6318	3477
1290	6337	3480
1291	6353	3481
1292	6366	3481
1293	6371	3476
1294	6392	3480
1295	6420	3487
1296	6438	3489
1297	6463	3495
1298	6481	3497
1299	6504	3502
1300	6526	3506
1301	6542	3507
1302	6554	3506
1303	6572	3508
1304	6593	3511
1305	6612	3514
1306	6618	3509
1307	6623	3504
1308	6628	3498
1309	6635	3495
1310	6643	3491
1311	6652	3488
1312	6662	3486
1313	6668	3481
1314	6674	3476
1315	6686	3475
1316	6695	3472
1317	6715	3475
1318	6739	3479
1319	6756	3480
1320	6773	3481
1321	6793	3484
1322	6814	3487
1323	6837	3491
1324	6866	3498
1325	6885	3499
1326	6898	3498
1327	6918	3500
1328	6940	3504
1329	6962	3507
1330	6982	3509
1331	6998	3509
1332	7010	3507
1333	7024	3506
1334	7037	3505
1335	7051	3504
1336	7070	3506
1337	7078	3502
1338	7084	3497
1339	7090	3492
1340	7109	3493
1341	7118	3490
1342	7125	3485
1343	7139	3484
1344	7162	3488
1345	7183	3490
1346	7208	3494
1347	7233	3498
1348	7252	3499
1349	7267	3499
1350	7284	3499
1351	7303	3500
1352	7319	3500
1353	7335	3499
1354	7356	3501
1355	7369	3499
1356	7391	3502
1357	7406	3501
1358	7419	3499
1359	7431	3497
1360	7446	3496
1361	7459	3494
1362	7471	3491
1363	7479	3487
1364	7496	3487
1365	7525	3492
1366	7543	3493
1367	7565	3495
1368	7583	3495
1369	7600	3495
1370	7617	3494
1371	7632	3493
1372	7644	3490
1373	7658	3489
1374	7671	3487
1375	7677	3481
1376	7686	3477
1377	7696	3473
1378	7703	3469
1379	7711	3464
1380	7721	3460
1381	7731	3457
1382	7747	3456
1383	7761	3454
1384	7775	3452
1385	7789	3450
1386	7798	3446
1387	7816	3446
1388	7836	3447
1389	7849	3444
1390	7862	3442
1391	7876	3440
1392	7891	3438
1393	7912	3439
1394	7930	3439
1395	7946	3438
1396	7964	3437
1397	7978	3435
1398	7992	3433
1399	8009	3432
1400	8034	3435
1401	8049	3433
1402	8076	3436
1403	8104	3440
1404	8130	3443
1405	8153	3444
1406	8182	3448
1407	8200	3448
1408	8221	3448
1409	8240	3448
1410	8258	3447
1411	8275	3445
1412	8288	3443
1413	8307	3442
1414	8331	3444
1415	8352	3444
1416	8365	3441
1417	8383	3441
1418	8398	3438
1419	8407	3434
1420	8419	3430
1421	8432	3427
1422	8451	3427
1423	8467	3424
1424	8487	3424
1425	8498	3420
1426	8518	3420
1427	8538	3420
1428	8559	3420
1429	8573	3417
1430	8590	3415
1431	8606	3413
1432	8621	3411
1433	8635	3408
1434	8657	3408
1435	8670	3405
1436	8680	3401
1437	8694	3398
1438	8706	3394
1439	8713	3388
1440	8734	3388
1441	8742	3383
1442	8761	3382
1443	8779	3380
1444	8796	3378
1445	8817	3378
1446	8832	3375
1447	8858	3377
1448	8881	3377
1449	8892	3372
1450	8899	3367
1451	8931	3370
1452	8940	3365
1453	8949	3360
1454	8955	3354
1455	8962	3348
1456	8967	3342
1457	8975	3336
1458	8980	3329
1459	8993	3326
1460	9009	3323
1461	9023	3320
1462	9038	3317
1463	9059	3317
1464	9069	3312
1465	9083	3308
1466	9097	3305
1467	9107	3300
1468	9123	3298
1469	9140	3295
1470	9158	3293
1471	9178	3292
1472	9204	3293
1473	9219	3289
1474	9241	3289
1475	9262	3288
1476	9281	3286
1477	9304	3286
1478	9326	3285
1479	9346	3283
1480	9366	3282
1481	9388	3281
1482	9406	3279
1483	9427	3278
1484	9454	3278
1485	9469	3275
1486	9496	3276
1487	9517	3274
1488	9531	3271
1489	9550	3269
1490	9569	3267
1491	9584	3263
1492	9599	3259
1493	9618	3257
1494	9636	3255
1495	9656	3253
1496	9670	3249
1497	9692	3248
1498	9710	3245
1499	9731	3243
1500	9744	3239
1501	9766	3238
1502	9781	3234
1503	9795	3230
1504	9810	3226
1505	9821	3221
1506	9834	3217
1507	9846	3212
1508	9862	3209
1509	9882	3206
1510	9894	3202
1511	9907	3197
1512	9922	3193
1513	9933	3188
1514	9947	3184
1515	9958	3179
1516	9971	3174
1517	9989	3171
1518	10004	3167
1519	10024	3165
1520	10030	3158
1521	10052	3157
1522	10067	3153
1523	10083	3149
1524	10093	3143
1525	10105	3138
1526	10117	3133
1527	10127	3128
1528	10138	3123
1529	10153	3118
1530	10164	3113
1531	10176	3108
1532	10190	3104
1533	10215	3103
1534	10239	3102
1535	10254	3097
1536	10266	3092
1537	10285	3089
1538	10300	3085
1539	10319	3082
1540	10336	3078
1541	10355	3075
1542	10374	3072
1543	10383	3066
1544	10391	3060
1545	10399	3053
1546	10416	3050
1547	10432	3046
1548	10449	3042
1549	10469	3039
1550	10479	3033
1551	10505	3032
1552	10519	3027
1553	10539	3024
1554	10548	3018
1555	10582	3019
1556	10596	3014
1557	10622	3013
1558	10637	3008
1559	10652	3004
1560	10672	3001
1561	10706	3002
1562	10725	2998
1563	10747	2996
1564	10775	2994
1565	10796	2992
1566	10826	2991
1567	10848	2988
1568	10876	2987
1569	10897	2984
1570	10931	2985
1571	10941	2978
1572	10977	2979
1573	10997	2976
1574	11021	2973
1575	11049	2972
1576	11095	2976
1577	11146	2980
1578	11175	2979
1579	11219	2982
1580	11251	2981
1581	11289	2982
1582	11319	2981
1583	11349	2980
1584	11370	2977
1585	11387	2972
1586	11406	2968
1587	11423	2963
1588	11441	2959
1589	11450	2952
1590	11462	2946
1591	11474	2940
1592	11483	2933
1593	11495	2928
1594	11510	2922
1595	11522	2916
1596	11534	2910
1597	11547	2904
1598	11561	2899
1599	11579	2894
1600	11588	2887
1601	11608	2883
1602	11621	2878
1603	11630	2871
1604	11673	2872
1605	11686	2867
1606	11706	2862
1607	11712	2855
1608	11725	2849
1609	11749	2846
1610	11778	2843
1611	11790	2837
1612	11823	2836
1613	11848	2833
1614	11869	2829
1615	11886	2824
1616	11906	2820
1617	11923	2815
1618	11948	2811
1619	11969	2807
1620	11992	2804
1621	12009	2798
1622	12021	2792
1623	12030	2785
1624	12039	2778
1625	12092	2781
1626	12113	2777
1627	12137	2773
1628	12154	2768
1629	12169	2762
1630	12187	2757
1631	12205	2752
1632	12227	2748
1633	12247	2743
1634	12262	2737
1635	12281	2732
1636	12303	2728
1637	12318	2722
1638	12338	2717
1639	12370	2715
1640	12388	2710
1641	12413	2706
1642	12430	2700
1643	12452	2696
1644	12481	2693
1645	12517	2691
1646	12532	2686
1647	12544	2679
1648	12554	2672
1649	12567	2665
1650	12580	2659
1651	12594	2653
1652	12606	2646
1653	12618	2639
1654	12633	2633
1655	12645	2626
1656	12660	2620
1657	12676	2614
1658	12704	2611
1659	12721	2605
1660	12740	2600
1661	12758	2594
1662	12771	2588
1663	12780	2580
1664	12793	2574
1665	12805	2567
1666	12818	2560
1667	12830	2553
1668	12846	2547
1669	12866	2542
1670	12874	2534
1671	12886	2527
1672	12896	2520
1673	12901	2512
1674	12905	2504
1675	12910	2495
1676	12919	2488
1677	12931	2481
1678	12937	2473
1679	12942	2465
1680	12945	2456
1681	12952	2448
1682	12963	2441
1683	12968	2433
1684	12972	2425
1685	12976	2416
1686	12980	2408
1687	12984	2399
