iter	Passed	Remaining
1688	12989	2391
1689	12993	2383
1690	13005	2376
1691	13013	2368
1692	13023	2361
1693	13031	2354
1694	13040	2346
1695	13059	2340
1696	13074	2334
1697	13096	2329
1698	13110	2322
1699	13126	2316
1700	13137	2309
1701	13156	2303
1702	13178	2298
1703	13195	2292
1704	13201	2284
1705	13205	2275
1706	13214	2268
1707	13227	2261
1708	13236	2253
1709	13255	2247
1710	13264	2240
1711	13273	2232
1712	13281	2225
1713	13292	2217
1714	13297	2209
1715	13301	2201
1716	13305	2193
1717	13312	2185
1718	13319	2177
1719	13332	2170
1720	13339	2162
1721	13347	2154
1722	13359	2147
1723	13363	2139
1724	13368	2131
1725	13382	2124
1726	13393	2117
1727	13405	2110
1728	13421	2103
1729	13445	2098
1730	13456	2091
1731	13460	2082
1732	13465	2074
1733	13469	2066
1734	13488	2060
1735	13496	2052
1736	13503	2044
1737	13519	2037
1738	13529	2030
1739	13539	2023
1740	13549	2015
1741	13565	2009
1742	13579	2002
1743	13593	1995
1744	13601	1987
1745	13609	1979
1746	13618	1972
1747	13667	1970
1748	13690	1964
1749	13704	1957
1750	13720	1951
1751	13738	1944
1752	13753	1937
1753	13771	1931
1754	13787	1924
1755	13798	1917
1756	13809	1909
1757	13822	1902
1758	13832	1895
1759	13848	1888
1760	13855	1880
1761	13870	1873
1762	13891	1867
1763	13908	1860
1764	13928	1854
1765	13942	1847
1766	13962	1841
1767	13974	1833
1768	13994	1827
1769	14015	1821
1770	14032	1814
1771	14050	1807
1772	14063	1800
1773	14077	1793
1774	14090	1786
1775	14107	1779
1776	14120	1772
1777	14137	1765
1778	14151	1758
1779	14166	1750
1780	14181	1743
1781	14199	1737
1782	14228	1731
1783	14247	1724
1784	14266	1718
1785	14281	1711
1786	14285	1702
1787	14288	1694
1788	14291	1685
1789	14294	1677
1790	14301	1668
1791	14305	1660
1792	14310	1652
1793	14316	1643
1794	14324	1635
1795	14339	1628
1796	14349	1621
1797	14356	1612
1798	14362	1604
1799	14368	1596
1800	14373	1588
1801	14383	1580
1802	14390	1572
1803	14396	1564
1804	14404	1556
1805	14413	1548
1806	14423	1540
1807	14427	1532
1808	14431	1523
1809	14436	1515
1810	14444	1507
1811	14450	1499
1812	14456	1491
1813	14460	1482
1814	14464	1474
1815	14469	1466
1816	14473	1457
1817	14477	1449
1818	14482	1441
1819	14485	1432
1820	14490	1424
1821	14494	1416
1822	14498	1407
1823	14502	1399
1824	14506	1391
1825	14512	1382
1826	14516	1374
1827	14519	1366
1828	14524	1357
1829	14526	1349
1830	14530	1341
1831	14534	1332
1832	14539	1324
1833	14543	1316
1834	14547	1308
1835	14552	1299
1836	14555	1291
1837	14558	1283
1838	14562	1274
1839	14566	1266
1840	14572	1258
1841	14578	1250
1842	14583	1242
1843	14587	1234
1844	14590	1225
1845	14595	1217
1846	14598	1209
1847	14603	1201
1848	14608	1193
1849	14611	1184
1850	14617	1176
1851	14621	1168
1852	14625	1160
1853	14630	1152
1854	14633	1143
1855	14639	1135
1856	14644	1127
1857	14647	1119
1858	14652	1111
1859	14656	1103
1860	14659	1094
1861	14663	1086
1862	14666	1078
1863	14671	1070
1864	14678	1062
1865	14681	1054
1866	14685	1046
1867	14688	1037
1868	14693	1029
1869	14698	1021
1870	14706	1013
1871	14710	1005
1872	14713	997
1873	14717	989
1874	14721	981
1875	14725	973
1876	14728	965
1877	14732	957
1878	14736	948
1879	14743	941
1880	14746	932
1881	14750	924
1882	14755	916
1883	14762	908
1884	14773	901
1885	14784	893
1886	14794	885
1887	14804	878
1888	14808	870
1889	14817	862
1890	14822	854
1891	14827	846
1892	14833	838
1893	14839	830
1894	14843	822
1895	14847	814
1896	14854	806
1897	14860	798
1898	14866	790
1899	14870	782
1900	14875	774
1901	14881	766
1902	14887	758
1903	14893	750
1904	14898	742
1905	14904	735
1906	14907	727
1907	14917	719
1908	14921	711
1909	14926	703
1910	14932	695
1911	14937	687
1912	14942	679
1913	14948	671
1914	14959	663
1915	14964	656
1916	14968	648
1917	14975	640
1918	14981	632
1919	14990	624
1920	15002	616
1921	15015	609
1922	15027	601
1923	15038	594
1924	15046	586
1925	15060	578
1926	15068	570
1927	15076	563
1928	15090	555
1929	15102	547
1930	15110	539
1931	15120	532
1932	15130	524
1933	15139	516
1934	15146	508
1935	15160	501
1936	15173	493
1937	15180	485
1938	15186	477
1939	15193	469
1940	15200	462
1941	15204	454
1942	15208	446
1943	15213	438
1944	15218	430
1945	15222	422
1946	15227	414
1947	15232	406
1948	15238	398
1949	15242	390
1950	15247	382
1951	15250	375
1952	15255	367
1953	15260	359
1954	15266	351
1955	15271	343
1956	15276	335
1957	15281	327
1958	15286	319
1959	15293	312
1960	15298	304
1961	15302	296
1962	15305	288
1963	15309	280
1964	15314	272
1965	15317	264
1966	15322	257
1967	15326	249
1968	15330	241
1969	15334	233
1970	15338	225
1971	15343	217
1972	15347	210
1973	15353	202
1974	15358	194
1975	15363	186
1976	15367	178
1977	15371	170
1978	15375	163
1979	15380	155
1980	15385	147
1981	15390	139
1982	15394	131
1983	15398	124
1984	15403	116
1985	15407	108
1986	15412	100
1987	15417	93
1988	15428	85
1989	15435	77
1990	15440	69
1991	15454	62
1992	15466	54
1993	15469	46
1994	15475	38
1995	15479	31
1996	15486	23
1997	15489	15
1998	15493	7
1999	15497	0
