iter	Logloss
220	0.5056589691
221	0.5054822626
222	0.5052550584
223	0.5049718966
224	0.5048269247
225	0.5045910829
226	0.504386837
227	0.504148718
228	0.5039474226
229	0.5037222161
230	0.5035146235
231	0.503330877
232	0.5030646167
233	0.5027438322
234	0.5025800729
235	0.5023119033
236	0.5020176206
237	0.5016908105
238	0.5013890049
239	0.5011565013
240	0.5009863834
241	0.5007863599
242	0.500597037
243	0.5003408121
244	0.5001277635
245	0.4999065778
246	0.499524794
247	0.4992881307
248	0.4990447933
249	0.4987752519
250	0.4985454307
251	0.4983053612
252	0.4979673222
253	0.4977622664
254	0.4975525303
255	0.4971988838
256	0.4970012627
257	0.4967527082
258	0.4965111755
259	0.4963095831
260	0.4961268192
261	0.4957683768
262	0.4956369143
263	0.4954386796
264	0.4951505891
265	0.4947785087
266	0.4945822876
267	0.4944161257
268	0.4941586808
269	0.4939336669
270	0.4935320894
271	0.4933412342
272	0.493017182
273	0.4927823549
274	0.4925816561
275	0.4923285401
276	0.4920129172
277	0.4917794009
278	0.4916344831
279	0.4913224524
280	0.4910569578
281	0.490882626
282	0.4907236488
283	0.4905035052
284	0.4902122415
285	0.489836881
286	0.4896126665
287	0.4893564897
288	0.4891018943
289	0.4887065532
290	0.4884919205
291	0.4882647875
292	0.4879305791
293	0.4877343715
294	0.4873917554
295	0.4871549942
296	0.4869399934
297	0.4867396888
298	0.4864738048
299	0.4861822165
300	0.4859487843
301	0.4857382617
302	0.4855221973
303	0.4852288795
304	0.4850054507
305	0.4847524965
306	0.4845092241
307	0.4842424592
308	0.4840753907
309	0.4838919816
310	0.4837064804
311	0.483540995
312	0.4834170414
313	0.48313225
314	0.4829068441
315	0.4826186376
316	0.4823844626
317	0.4821929604
318	0.4819628546
319	0.4817414103
320	0.4815547454
321	0.4812647171
322	0.4810659629
323	0.4808734928
324	0.4806790616
325	0.4803696571
326	0.4801571694
327	0.479913067
328	0.4796228104
329	0.4794019719
330	0.479219521
331	0.4790194281
332	0.4787104651
333	0.4784949616
334	0.4782514876
335	0.4780843581
336	0.4777174425
337	0.4774423553
338	0.4771786053
339	0.4769256687
340	0.4767463882
341	0.4765445017
342	0.4761734895
343	0.4759840628
344	0.4757314941
345	0.4756165474
346	0.4754806838
347	0.4753000133
348	0.4750203136
349	0.4747526752
350	0.4745834845
351	0.4742938234
352	0.4741673753
353	0.4739156369
354	0.4736425855
355	0.4733689289
356	0.4731335103
357	0.472900606
358	0.472672613
359	0.4725066044
360	0.4722094742
361	0.4720327265
362	0.4718043512
363	0.471513406
364	0.4713307276
365	0.4711445164
366	0.4709232824
367	0.4707825675
368	0.4705003026
369	0.4702828243
370	0.4701467446
371	0.4699127815
372	0.4697074327
373	0.4694804872
374	0.4693547082
375	0.4692205201
376	0.4690336379
377	0.4688548946
378	0.4685376613
379	0.4683884149
380	0.4682638528
381	0.4681370259
382	0.4679038708
383	0.4676026899
384	0.4673875266
385	0.4671849472
386	0.4669419796
387	0.4666619217
388	0.4664983183
389	0.4662479854
390	0.4660395722
391	0.4658322527
392	0.4655050184
393	0.4653921545
394	0.4651576557
395	0.4649349885
396	0.4647454534
397	0.4645485146
398	0.464283459
399	0.4640568074
400	0.4638464818
401	0.4636546114
402	0.4634218718
403	0.4632601928
404	0.4630915733
405	0.4629622645
406	0.4627410736
407	0.4625941367
408	0.4623892846
409	0.4621268849
410	0.4619903533
411	0.4616702057
412	0.4615027612
413	0.4613356569
414	0.4610536707
415	0.4608738998
416	0.4605899506
417	0.4603645806
418	0.4601949225
419	0.4599578299
420	0.4598151492
421	0.4596348311
422	0.4594753775
423	0.459192856
424	0.4589935281
425	0.4587170184
426	0.458547228
427	0.4583417966
428	0.4582204882
429	0.4581094605
430	0.4579571149
431	0.4576771444
432	0.4574058262
433	0.457170558
434	0.4569705777
435	0.4567275471
436	0.456519493
437	0.4563072068
438	0.4562408519
439	0.4560236808
440	0.4558057632
441	0.4557156311
442	0.455573744
443	0.4553859622
444	0.4551303314
445	0.4549844817
446	0.4547999554
447	0.4546543912
448	0.4544207346
449	0.4542022984
450	0.4539248815
451	0.4537885875
452	0.4535354483
453	0.4534226613
454	0.4532267616
455	0.4530224869
456	0.4527908227
457	0.4526167345
458	0.4524873014
459	0.4523425136
460	0.4521647421
461	0.4519721945
462	0.4517296688
463	0.4516033484
464	0.4513505736
465	0.451141876
466	0.4510021569
467	0.450832458
468	0.4506556269
469	0.4505210778
470	0.4503875778
471	0.4501924838
472	0.4499037219
473	0.4496942265
474	0.4495366447
475	0.4493868384
476	0.4492737481
477	0.4489610659
478	0.448779201
479	0.4486539369
480	0.4484960144
481	0.448296275
482	0.4480493296
483	0.4478755358
484	0.4476512265
485	0.4474690117
486	0.4471958788
487	0.4469679922
488	0.4467552945
489	0.4465301012
490	0.4464072177
491	0.4462412879
492	0.4460815054
493	0.445806232
494	0.4456164152
495	0.4455646502
496	0.4454461299
497	0.4452508744
498	0.445111686
499	0.4449443292
500	0.4448593756
501	0.4446387792
502	0.4444603471
503	0.4442427557
504	0.4440520097
505	0.443859468
506	0.4436867878
507	0.4435623869
508	0.4433940097
509	0.4432251017
510	0.4429351935
511	0.4428095842
512	0.4425762126
513	0.4423618993
514	0.4421906742
515	0.4419227913
516	0.4417674395
517	0.4415715543
518	0.4414238646
519	0.4412279235
520	0.4409529237
521	0.4407467343
522	0.4405124322
523	0.4403127702
524	0.4401049625
525	0.4398318076
526	0.4396805066
527	0.4395368242
528	0.4394018815
529	0.4392181951
530	0.4390506464
531	0.4389172471
532	0.4387500944
533	0.438554361
534	0.4384169424
535	0.4382731204
536	0.4381004342
537	0.4379456682
538	0.4376673298
539	0.4374413507
540	0.4372739565
541	0.4370091821
542	0.4369000312
543	0.4367742627
544	0.4366304711
545	0.4364720635
546	0.4362952587
547	0.4360546663
548	0.4358887249
549	0.4357413292
550	0.4355447865
551	0.435402385
552	0.4352504582
553	0.4351461595
554	0.4350296302
555	0.4347925063
556	0.4345541412
557	0.434298899
558	0.4340378555
559	0.4337923903
560	0.433689745
561	0.4334631108
562	0.4333197993
563	0.4331944501
564	0.4330778522
565	0.4329160446
566	0.4327353615
567	0.4326309139
568	0.4323786033
569	0.4322805979
570	0.4321035444
571	0.4319133045
572	0.4317708763
573	0.4315940685
574	0.4314717592
575	0.4313602656
576	0.4311795673
577	0.4309087048
578	0.4307240537
579	0.4305428428
580	0.4304132613
581	0.4302362838
582	0.4301236589
583	0.4300470645
584	0.4298781024
585	0.4296799162
586	0.4294784146
587	0.4292537447
588	0.4290639238
589	0.4288962923
590	0.4287505972
591	0.4284953921
592	0.4283012969
593	0.4281732611
594	0.4279840966
595	0.4279070189
596	0.4277288477
597	0.4275099072
598	0.4273405618
599	0.4271718418
600	0.4269619344
601	0.426752716
602	0.4265334047
603	0.4263772042
604	0.426128659
605	0.4259639472
606	0.4257518229
607	0.425536552
608	0.4252835839
609	0.4251523572
610	0.424900299
611	0.4247308097
612	0.4245109562
613	0.4243540203
614	0.4242530723
615	0.4239665225
616	0.4238606252
617	0.4236996372
618	0.423550652
619	0.4233957772
620	0.4232790848
621	0.4231174262
622	0.4229526559
623	0.4227431538
624	0.4226782691
625	0.4225680007
626	0.422384627
627	0.4221431819
628	0.4219853804
629	0.4218687229
630	0.4216720458
631	0.4214843196
632	0.4213146816
633	0.4210615698
634	0.4208745831
635	0.4207463369
636	0.4206019221
637	0.4204927354
638	0.4203894905
639	0.4202179452
640	0.4201230804
641	0.4199443987
642	0.419713389
643	0.4195725022
644	0.4194644832
645	0.4193736684
646	0.4191559738
647	0.4189554717
648	0.4187541005
649	0.4186772861
650	0.4185567243
651	0.4183478164
652	0.4181014497
653	0.4179536147
654	0.41780345
655	0.4176374871
656	0.4174839997
657	0.4173877613
658	0.417265412
659	0.4171364907
660	0.4169987196
661	0.4168343898
662	0.416670655
663	0.416580998
664	0.4164230833
665	0.4161978224
666	0.4161151253
667	0.415976623
668	0.4157896407
669	0.4155562353
670	0.4153857696
671	0.4152842712
672	0.4151294595
673	0.4149959084
674	0.4148932198
675	0.4147614023
676	0.4145789318
677	0.4145047941
678	0.4143945085
679	0.4142447444
680	0.4141178249
681	0.413974117
682	0.4138204829
683	0.4136661219
684	0.4135145661
685	0.4133966833
686	0.4132826597
687	0.4130638208
688	0.4129320206
689	0.4127423919
690	0.4125753306
691	0.412328642
692	0.4122086659
693	0.4120315404
694	0.4118632914
695	0.411677086
696	0.4114275563
697	0.4112763944
698	0.411096173
699	0.4109762368
700	0.4108072274
701	0.4107578609
702	0.4106440453
703	0.4104760853
704	0.4103316598
705	0.4102108642
706	0.4100535064
707	0.409919991
708	0.409810298
709	0.4096652259
710	0.4095480589
711	0.4093849032
712	0.4092546108
713	0.4090906465
714	0.4089092273
715	0.4088112675
716	0.4086734471
717	0.40851872
718	0.4082809223
719	0.4081133001
720	0.407917025
721	0.4077445025
722	0.40763583
723	0.4074826336
724	0.4073596433
725	0.4072241716
726	0.4071152539
727	0.4069435562
728	0.4068374102
729	0.4067124099
730	0.406613491
731	0.406412826
732	0.4062989865
733	0.4062137305
734	0.4059661699
735	0.4057088629
736	0.4056349477
737	0.4055024219
738	0.4053370291
739	0.4052403848
740	0.4050983857
741	0.4050290932
742	0.4048715455
743	0.4046719041
744	0.4046003524
745	0.4044473701
746	0.404344128
747	0.4040686189
748	0.4038318704
749	0.4036394609
750	0.4034925249
751	0.4033876106
752	0.40324795
753	0.4030701966
754	0.4029127253
755	0.4027895337
756	0.4026165486
757	0.4024601793
758	0.4022847231
759	0.4020989762
760	0.4019358707
761	0.4017684837
762	0.4016340837
763	0.4014985869
764	0.4013108999
765	0.4010641921
766	0.4009125214
767	0.400744746
768	0.4006374579
769	0.4005100067
770	0.4003171031
771	0.4001850527
772	0.4000849664
773	0.3999090366
774	0.3997695368
775	0.3996451124
776	0.3995328756
777	0.3993777537
778	0.3992298735
779	0.3990859979
780	0.3989161103
781	0.3987371958
782	0.3986633919
783	0.3985689875
784	0.398482769
785	0.398356333
786	0.3981328651
787	0.3980754261
788	0.3979575983
789	0.3978293009
790	0.397644906
791	0.3974681308
792	0.3972565558
793	0.3970921236
794	0.396990094
795	0.3968858839
796	0.3967502768
797	0.3965647772
798	0.3964250992
799	0.3962684412
800	0.3960916192
801	0.395983463
802	0.3958111457
803	0.3957265462
804	0.3956138334
805	0.3954566903
806	0.39528258
807	0.3950867305
808	0.3949133415
809	0.3947295927
810	0.3945953422
811	0.3944898211
812	0.3943086873
813	0.3941609591
814	0.3939953897
815	0.3939055439
816	0.3937844936
817	0.3936750078
818	0.3935670126
819	0.3933969607
820	0.3932309164
821	0.3931150498
822	0.3929964659
823	0.3928457653
824	0.3927087616
825	0.3925769683
826	0.3924118875
827	0.3922524117
828	0.3920877077
829	0.392001477
830	0.3918753148
831	0.3917292097
832	0.3916587579
833	0.3915696367
834	0.391379147
835	0.3912397706
836	0.3910353055
837	0.39092259
838	0.3908029202
839	0.3906118557
840	0.3903917791
841	0.390300519
842	0.3901119336
843	0.3899614567
844	0.3898966686
845	0.3896320286
846	0.3894875915
847	0.3893308394
848	0.3891962275
849	0.3890583852
850	0.3888764409
851	0.3888138272
852	0.3886334137
853	0.3884620055
854	0.3883164814
855	0.3881683454
856	0.3880671507
857	0.38787156
858	0.3877360963
859	0.387641295
860	0.3875266493
861	0.3873602476
862	0.3872450223
863	0.3871086507
864	0.3870386328
865	0.3869471528
866	0.3868168185
867	0.3866820369
868	0.3865701625
869	0.3864800639
870	0.3863687435
871	0.3861901134
872	0.3859724866
873	0.3858221739
874	0.3857062612
875	0.3855232271
876	0.385382122
877	0.3851820417
878	0.385018349
879	0.3849003881
880	0.3847928282
881	0.3847326485
882	0.3845667192
883	0.384426681
884	0.3842782956
885	0.38409951
886	0.3839870693
887	0.3838730123
888	0.3838346406
889	0.3837184448
890	0.3835664033
891	0.3834635993
892	0.3832782939
893	0.3832243392
894	0.3831143758
895	0.3829818451
896	0.3829275555
897	0.3828023548
898	0.3826438356
899	0.3824980882
900	0.3823233456
901	0.3822235064
902	0.382123838
903	0.3820300392
904	0.3818867672
905	0.381736526
906	0.3816262463
907	0.381551513
908	0.3813855739
909	0.3812588297
910	0.3810840662
911	0.3809709532
912	0.3807746826
913	0.3806497432
914	0.3805552466
915	0.3803893033
916	0.3802593646
917	0.3801825908
918	0.3800050391
919	0.3798824113
920	0.3798074535
921	0.3796996354
922	0.3795708736
923	0.3794219356
924	0.379312817
925	0.379229364
926	0.3790320614
927	0.3788878465
928	0.3787841583
929	0.3786676227
930	0.378603349
931	0.3784721817
932	0.3782989296
933	0.3782044186
934	0.37802116
935	0.3778964967
936	0.3778162695
937	0.3776270972
938	0.3775120762
939	0.3773708902
940	0.3773030199
941	0.3771505843
942	0.3770824759
943	0.3769463841
944	0.3767906705
945	0.3766546095
946	0.3764984665
947	0.3763568274
948	0.3762655899
949	0.3761737632
950	0.376086509
951	0.3759754599
952	0.3758707929
953	0.3757499781
954	0.3756622812
955	0.3754672291
956	0.3753428702
957	0.375225229
958	0.3751463307
959	0.375057298
960	0.3750015083
961	0.37487396
962	0.3747102666
963	0.3745372726
964	0.3743804888
965	0.3742870579
966	0.3741392113
967	0.3740150104
968	0.3739127064
969	0.3738316372
970	0.3737130248
971	0.3736428716
972	0.3734511356
973	0.3733764709
974	0.3732451122
975	0.3730804783
976	0.3730118781
977	0.3729298927
978	0.3727788763
979	0.372668832
980	0.3725548482
981	0.3724160011
982	0.3723041459
983	0.3721713833
984	0.3720571731
985	0.3719168578
986	0.3717534558
987	0.3716509947
988	0.3715168536
989	0.3713818422
990	0.3713005684
991	0.3711280121
992	0.371031063
993	0.3708893809
994	0.3707273804
995	0.3705716453
996	0.3704869013
997	0.3703611643
998	0.3702222736
999	0.3701446165
